timestamp,user,kernel
1610539200,28,5
1610542800,85,86
1610546400,55,34
1610550000,26,4
1610553600,75,88
1610557200,34,45
1610560800,15,42
1610564400,58,81
1610568000,37,40
1610571600,73,1
1610575200,76,41
1610578800,94,84
1610582400,92,14
1610586000,37,19
1610589600,18,60
1610593200,78,90
1610596800,70,63
1610600400,91,79
1610604000,65,16
1610607600,51,2
1610611200,72,76
1610614800,15,77
1610618400,86,27
1610622000,73,23
1610625600,72,45
1610629200,29,10
1610632800,54,77
1610636400,8,9
1610640000,5,89
1610643600,87,67
1610647200,64,64
1610650800,72,33
1610654400,95,62
1610658000,80,22
1610661600,46,31
1610665200,30,17
1610668800,21,35
1610672400,9,6
1610676000,67,35
1610679600,34,1
1610683200,48,17
1610686800,17,55
1610690400,8,69
1610694000,69,3
1610697600,73,55
1610701200,75,36
1610704800,88,46
1610708400,37,82
1610712000,76,17
1610715600,19,21
1610719200,16,39
1610722800,7,27
1610726400,42,6
1610730000,38,63
1610733600,9,26
1610737200,69,47
1610740800,48,39
1610744400,70,9
1610748000,77,39
1610751600,17,49
1610755200,62,45
1610758800,53,49
1610762400,60,43
1610766000,46,35
1610769600,28,55
1610773200,25,34
1610776800,62,22
1610780400,66,57
1610784000,87,58
1610787600,34,86
1610791200,89,57
1610794800,10,90
1610798400,64,70
1610802000,13,40
1610805600,77,74
1610809200,57,2
1610812800,33,9
1610816400,56,83
1610820000,21,55
1610823600,87,39
1610827200,78,11
1610830800,79,39
1610834400,92,7
1610838000,11,78
1610841600,70,89
1610845200,41,21
1610848800,23,4
1610852400,25,78
1610856000,42,28
1610859600,32,19
1610863200,70,43
1610866800,80,57
1610870400,57,35
1610874000,17,31
1610877600,5,3
1610881200,76,36
1610884800,73,54
1610888400,81,64
1610892000,29,45
1610895600,19,90
1610899200,11,50
1610902800,25,25
1610906400,22,41
1610910000,71,55
1610913600,37,56
1610917200,42,61
1610920800,13,21
1610924400,32,24
1610928000,24,39
1610931600,60,73
1610935200,48,89
1610938800,24,20
1610942400,20,58
1610946000,53,40
1610949600,71,62
1610953200,44,72
1610956800,81,59
1610960400,65,56
1610964000,68,89
1610967600,25,59
1610971200,60,57
1610974800,34,26
1610978400,46,56
1610982000,55,61
1610985600,9,69
1610989200,48,10
1610992800,72,25
1610996400,90,83
1611000000,88,42
1611003600,37,58
1611007200,72,71
1611010800,8,15
1611014400,7,26
1611018000,77,29
1611021600,30,55
1611025200,93,80
1611028800,27,26
1611032400,20,26
1611036000,87,29
1611039600,92,49
1611043200,12,3
1611046800,65,37
1611050400,33,54
1611054000,34,75
1611057600,10,61
1611061200,47,35
1611064800,9,8
1611068400,56,61
1611072000,40,86
1611075600,95,23
1611079200,55,87
1611082800,17,35
1611086400,81,81
1611090000,67,30
1611093600,78,21
1611097200,84,80
1611100800,83,48
1611104400,86,16
1611108000,16,19
1611111600,59,70
1611115200,49,5
1611118800,74,48
1611122400,73,83
1611126000,77,66
1611129600,83,71
1611133200,94,0
1611136800,72,64
1611140400,41,52
1611144000,59,61
1611147600,87,0
1611151200,87,34
1611154800,85,70
1611158400,87,70
1611162000,54,57
1611165600,58,12
1611169200,95,6
1611172800,76,31
1611176400,22,11
1611180000,28,90
1611183600,82,64
1611187200,38,75
1611190800,70,10
1611194400,53,64
1611198000,30,66
1611201600,39,71
1611205200,71,79
1611208800,73,18
1611212400,26,59
1611216000,57,33
1611219600,84,68
1611223200,13,42
1611226800,79,43
1611230400,78,54
1611234000,59,60
1611237600,21,41
1611241200,38,50
1611244800,84,61
1611248400,28,0
1611252000,39,11
1611255600,34,31
1611259200,87,4
1611262800,79,59
1611266400,81,58
1611270000,87,0
1611273600,6,33
1611277200,73,63
1611280800,80,14
1611284400,20,21
1611288000,74,70
1611291600,86,48
1611295200,79,23
1611298800,12,25
1611302400,53,30
1611306000,30,82
1611309600,47,54
1611313200,82,87
1611316800,26,60
1611320400,24,61
1611324000,86,64
1611327600,66,82
1611331200,65,39
1611334800,60,8
1611338400,21,70
1611342000,34,85
1611345600,17,73
1611349200,11,49
1611352800,64,13
1611356400,80,16
1611360000,12,63
1611363600,67,12
1611367200,86,48
1611370800,67,65
1611374400,76,81
1611378000,40,61
1611381600,22,6
1611385200,21,78
1611388800,13,34
1611392400,91,78
1611396000,72,78
1611399600,78,80
1611403200,65,42
1611406800,43,28
1611410400,60,76
1611414000,13,62
1611417600,54,70
1611421200,42,2
1611424800,86,9
1611428400,72,24
1611432000,58,12
1611435600,90,71
1611439200,77,64
1611442800,26,43
1611446400,12,70
1611450000,35,75
1611453600,25,66
1611457200,32,80
1611460800,22,28
1611464400,76,36
1611468000,19,42
1611471600,66,26
1611475200,26,8
1611478800,33,65
1611482400,22,58
1611486000,94,33
1611489600,75,47
1611493200,18,14
1611496800,25,88
1611500400,62,82
1611504000,72,51
1611507600,71,87
1611511200,31,56
1611514800,44,7
1611518400,89,74
1611522000,48,61
1611525600,30,13
1611529200,55,10
1611532800,26,78
1611536400,80,1
1611540000,14,74
1611543600,40,79
1611547200,89,11
1611550800,62,13
1611554400,14,23
1611558000,9,39
1611561600,42,33
1611565200,95,64
1611568800,94,38
1611572400,39,46
1611576000,80,77
1611579600,21,10
1611583200,58,67
1611586800,25,38
1611590400,22,58
1611594000,44,26
1611597600,9,37
1611601200,74,88
1611604800,17,35
1611608400,16,21
1611612000,26,69
1611615600,28,59
1611619200,71,76
1611622800,91,64
1611626400,29,29
1611630000,24,62
1611633600,74,90
1611637200,77,31
1611640800,71,55
1611644400,74,46
1611648000,82,18
1611651600,41,81
1611655200,23,14
1611658800,84,30
1611662400,17,53
1611666000,19,87
1611669600,90,1
1611673200,60,60
1611676800,82,13
1611680400,39,64
1611684000,47,16
1611687600,41,20
1611691200,20,71
1611694800,20,44
1611698400,95,84
1611702000,59,76
1611705600,70,90
1611709200,71,84
1611712800,72,17
1611716400,82,79
1611720000,38,1
1611723600,80,28
1611727200,61,3
1611730800,93,42
1611734400,21,85
1611738000,21,22
1611741600,16,52
1611745200,10,80
1611748800,37,20
1611752400,39,85
1611756000,19,51
1611759600,75,79
1611763200,55,9
1611766800,40,26
1611770400,31,76
1611774000,73,60
1611777600,45,15
1611781200,93,5
1611784800,23,85
1611788400,52,89
1611792000,85,26
1611795600,25,54
1611799200,83,25
1611802800,48,74
1611806400,14,40
1611810000,73,23
1611813600,5,11
1611817200,70,13
1611820800,25,64
1611824400,7,46
1611828000,54,70
1611831600,74,89
1611835200,54,66
1611838800,8,67
1611842400,29,13
1611846000,70,67
1611849600,45,48
1611853200,89,81
1611856800,79,36
1611860400,32,46
1611864000,45,5
1611867600,74,3
1611871200,21,6
1611874800,76,90
1611878400,38,73
1611882000,50,82
1611885600,21,78
1611889200,48,65
1611892800,58,9
1611896400,9,40
1611900000,28,70
1611903600,75,26
1611907200,32,63
1611910800,21,64
1611914400,68,44
1611918000,24,12
1611921600,17,51
1611925200,74,82
1611928800,26,49
1611932400,86,54
1611936000,37,89
1611939600,14,11
1611943200,81,52
1611946800,81,2
1611950400,30,80
1611954000,10,11
1611957600,27,76
1611961200,42,13
1611964800,16,16
1611968400,45,74
1611972000,28,23
1611975600,54,35
1611979200,79,28
1611982800,85,58
1611986400,82,70
1611990000,27,72
1611993600,37,85
1611997200,88,71
1612000800,14,31
1612004400,78,34
1612008000,26,79
1612011600,50,6
1612015200,32,45
1612018800,24,38
1612022400,67,60
1612026000,81,85
1612029600,88,34
1612033200,89,29
1612036800,67,73
1612040400,93,12
1612044000,21,73
1612047600,89,48
1612051200,72,77
1612054800,33,76
1612058400,22,65
1612062000,79,1
1612065600,21,28
1612069200,13,43
1612072800,42,81
1612076400,49,8
1612080000,55,29
1612083600,61,5
1612087200,69,49
1612090800,94,89
1612094400,37,49
1612098000,15,11
1612101600,90,58
1612105200,64,61
1612108800,49,50
1612112400,14,24
1612116000,29,83
1612119600,85,3
1612123200,80,51
1612126800,51,21
1612130400,46,54
1612134000,88,55
1612137600,51,48
1612141200,28,73
1612144800,12,21
1612148400,77,2
1612152000,38,45
1612155600,18,27
1612159200,17,35
1612162800,56,19
1612166400,53,61
1612170000,49,73
1612173600,21,87
1612177200,81,54
1612180800,52,86
1612184400,80,51
1612188000,17,67
1612191600,20,58
1612195200,84,39
1612198800,46,49
1612202400,28,76
1612206000,19,20
1612209600,35,81
1612213200,52,43
1612216800,30,8
1612220400,67,73
1612224000,37,69
1612227600,23,11
1612231200,33,58
1612234800,71,75
1612238400,21,50
1612242000,95,28
1612245600,86,14
1612249200,54,69
1612252800,21,90
1612256400,86,3
1612260000,43,4
1612263600,28,69
1612267200,90,70
1612270800,80,19
1612274400,46,46
1612278000,60,73
1612281600,84,37
1612285200,90,16
1612288800,63,23
1612292400,60,74
1612296000,78,54
1612299600,16,26
1612303200,36,23
1612306800,63,48
1612310400,82,48
1612314000,19,24
1612317600,57,37
1612321200,7,46
1612324800,75,40
1612328400,33,75
1612332000,55,47
1612335600,25,38
1612339200,52,68
1612342800,22,14
1612346400,5,72
1612350000,93,37
1612353600,94,62
1612357200,31,30
1612360800,90,85
1612364400,46,71
1612368000,10,55
1612371600,10,58
1612375200,60,61
1612378800,72,88
1612382400,16,59
1612386000,77,24
1612389600,74,56
1612393200,67,25
1612396800,38,79
1612400400,44,88
1612404000,29,90
1612407600,39,22
1612411200,66,60
1612414800,57,18
1612418400,22,2
1612422000,95,23
1612425600,25,58
1612429200,86,75
1612432800,87,20
1612436400,78,56
1612440000,47,17
1612443600,85,20
1612447200,78,14
1612450800,13,70
1612454400,8,47
1612458000,72,27
1612461600,14,10
1612465200,17,33
1612468800,38,65
1612472400,57,51
1612476000,35,14
1612479600,79,51
1612483200,40,27
1612486800,40,26
1612490400,52,71
1612494000,51,90
1612497600,94,35
1612501200,78,34
1612504800,55,82
1612508400,18,16
1612512000,6,80
1612515600,11,11
1612519200,58,18
1612522800,49,87
1612526400,51,59
1612530000,15,77
1612533600,41,84
1612537200,42,71
1612540800,25,72
1612544400,66,30
1612548000,21,16
1612551600,88,68
1612555200,56,66
1612558800,16,64
1612562400,25,79
1612566000,48,21
1612569600,36,49
1612573200,91,48
1612576800,36,40
1612580400,12,77
1612584000,67,17
1612587600,68,8
1612591200,69,9
1612594800,47,47
1612598400,50,12
1612602000,82,61
1612605600,33,33
1612609200,43,43
1612612800,67,12
1612616400,75,82
1612620000,5,23
1612623600,17,86
1612627200,40,62
1612630800,48,66
1612634400,16,50
1612638000,58,36
1612641600,35,25
1612645200,12,3
1612648800,40,50
1612652400,55,80
1612656000,67,90
1612659600,18,54
1612663200,37,51
1612666800,11,3
1612670400,31,76
1612674000,53,81
1612677600,67,24
1612681200,81,7
1612684800,91,82
1612688400,78,60
1612692000,9,35
1612695600,10,34
1612699200,66,67
1612702800,42,59
1612706400,31,50
1612710000,16,51
1612713600,54,24
1612717200,19,82
1612720800,43,20
1612724400,53,64
1612728000,65,60
1612731600,59,31
1612735200,89,2
1612738800,6,42
1612742400,89,75
1612746000,16,51
1612749600,78,70
1612753200,90,6
1612756800,51,85
1612760400,70,35
1612764000,12,39
1612767600,92,57
1612771200,68,10
1612774800,16,64
1612778400,90,59
1612782000,43,17
1612785600,33,55
1612789200,53,75
1612792800,63,13
1612796400,31,14
1612800000,93,0
1612803600,34,33
1612807200,76,77
1612810800,45,80
1612814400,40,68
1612818000,30,42
1612821600,22,75
1612825200,13,43
1612828800,90,19
1612832400,22,42
1612836000,47,18
1612839600,64,33
1612843200,78,71
1612846800,23,3
1612850400,89,7
1612854000,77,44
1612857600,13,10
1612861200,82,42
1612864800,55,26
1612868400,36,85
1612872000,63,19
1612875600,42,75
1612879200,8,45
1612882800,32,52
1612886400,33,7
1612890000,8,70
1612893600,30,63
1612897200,17,62
1612900800,48,84
1612904400,33,36
1612908000,6,9
1612911600,48,9
1612915200,78,29
1612918800,56,33
1612922400,24,45
1612926000,86,77
1612929600,70,27
1612933200,66,68
1612936800,41,51
1612940400,34,64
1612944000,27,33
1612947600,48,10
1612951200,64,18
1612954800,77,65
1612958400,17,10
1612962000,69,67
1612965600,78,16
1612969200,44,19
1612972800,50,53
1612976400,20,64
1612980000,12,5
1612983600,55,72
1612987200,38,74
1612990800,18,69
1612994400,94,5
1612998000,10,20
1613001600,6,11
1613005200,35,60
1613008800,34,66
1613012400,39,4
1613016000,44,7
1613019600,39,21
1613023200,82,73
1613026800,8,32
1613030400,40,18
1613034000,64,6
1613037600,83,19
1613041200,83,74
1613044800,61,54
1613048400,20,54
1613052000,65,20
1613055600,42,61
1613059200,36,31
1613062800,90,23
1613066400,11,82
1613070000,87,45
1613073600,58,25
1613077200,34,39
1613080800,13,87
1613084400,76,6
1613088000,73,3
1613091600,17,55
1613095200,81,54
1613098800,43,41
1613102400,22,16
1613106000,64,40
1613109600,41,59
1613113200,70,30
1613116800,95,59
1613120400,22,59
1613124000,18,8
1613127600,72,66
1613131200,92,60
1613134800,74,58
1613138400,61,12
1613142000,70,33
1613145600,20,77
1613149200,57,0
1613152800,45,53
1613156400,10,21
1613160000,75,27
1613163600,66,69
1613167200,91,89
1613170800,68,49
1613174400,25,80
1613178000,22,34
1613181600,56,85
1613185200,68,10
1613188800,22,41
1613192400,74,73
1613196000,59,43
1613199600,74,69
1613203200,34,30
1613206800,38,33
1613210400,52,38
1613214000,22,80
1613217600,70,78
1613221200,63,23
1613224800,45,84
1613228400,77,60
1613232000,41,90
1613235600,8,50
1613239200,52,30
1613242800,66,64
1613246400,76,39
1613250000,14,88
1613253600,50,78
1613257200,35,37
1613260800,77,63
1613264400,38,82
1613268000,69,50
1613271600,76,38
1613275200,43,1
1613278800,66,41
1613282400,91,6
1613286000,15,85
1613289600,64,68
1613293200,50,15
1613296800,12,69
1613300400,47,78
1613304000,76,14
1613307600,81,25
1613311200,6,69
1613314800,30,36
1613318400,46,59
1613322000,32,14
1613325600,23,61
1613329200,20,19
1613332800,68,76
1613336400,65,21
1613340000,87,71
1613343600,74,13
1613347200,16,23
1613350800,33,18
1613354400,60,33
1613358000,64,35
1613361600,52,7
1613365200,28,12
1613368800,81,49
1613372400,16,26
1613376000,22,2
1613379600,8,89
1613383200,68,18
1613386800,77,89
1613390400,63,41
1613394000,78,12
1613397600,80,52
1613401200,31,86
1613404800,43,17
1613408400,72,3
1613412000,56,36
1613415600,43,61
1613419200,48,62
1613422800,41,29
1613426400,79,48
1613430000,23,54
1613433600,55,22
1613437200,57,22
1613440800,45,33
1613444400,80,7
1613448000,43,57
1613451600,25,76
1613455200,23,46
1613458800,77,57
1613462400,68,11
1613466000,65,77
1613469600,52,61
1613473200,53,0
1613476800,91,84
1613480400,88,69
1613484000,9,10
1613487600,37,54
1613491200,37,85
1613494800,45,36
1613498400,86,78
1613502000,48,28
1613505600,49,26
1613509200,19,26
1613512800,40,49
1613516400,51,62
1613520000,65,69
1613523600,53,71
1613527200,44,59
1613530800,76,35
1613534400,21,26
1613538000,72,20
1613541600,95,9
1613545200,43,32
1613548800,62,41
1613552400,36,47
1613556000,33,37
1613559600,44,72
1613563200,69,16
1613566800,66,62
1613570400,33,16
1613574000,38,51
1613577600,90,45
1613581200,36,88
1613584800,18,65
1613588400,91,29
1613592000,5,62
1613595600,18,0
1613599200,39,51
1613602800,91,0
1613606400,6,80
1613610000,16,83
1613613600,31,50
1613617200,69,53
1613620800,34,89
1613624400,84,20
1613628000,19,21
1613631600,76,63
1613635200,71,12
1613638800,28,43
1613642400,45,18
1613646000,40,4
1613649600,48,48
1613653200,63,78
1613656800,67,16
1613660400,83,26
1613664000,10,89
1613667600,23,85
1613671200,16,46
1613674800,53,3
1613678400,49,90
1613682000,28,21
1613685600,25,4
1613689200,89,50
1613692800,75,16
1613696400,61,73
1613700000,93,0
1613703600,82,41
1613707200,17,44
1613710800,33,37
1613714400,28,69
1613718000,69,28
1613721600,73,45
1613725200,82,42
1613728800,59,88
1613732400,51,7
1613736000,92,32
1613739600,34,16
1613743200,41,76
1613746800,34,69
1613750400,7,85
1613754000,57,53
1613757600,91,1
1613761200,8,61
1613764800,14,31
1613768400,12,32
1613772000,15,34
1613775600,29,41
1613779200,48,10
1613782800,51,6
1613786400,12,1
1613790000,19,3
1613793600,39,6
1613797200,78,33
1613800800,50,12
1613804400,71,10
1613808000,65,27
1613811600,69,18
1613815200,33,67
1613818800,84,0
1613822400,13,50
1613826000,38,72
1613829600,89,57
1613833200,81,36
1613836800,72,31
1613840400,11,37
1613844000,38,20
1613847600,45,30
1613851200,85,76
1613854800,31,34
1613858400,56,1
1613862000,50,21
1613865600,87,18
1613869200,7,74
1613872800,53,45
1613876400,79,19
1613880000,9,16
1613883600,5,51
1613887200,41,39
1613890800,56,66
1613894400,76,57
1613898000,17,67
1613901600,45,15
1613905200,65,29
1613908800,6,86
1613912400,31,15
1613916000,93,34
1613919600,95,42
1613923200,20,2
1613926800,30,64
1613930400,52,9
1613934000,88,14
1613937600,84,47
1613941200,70,25
1613944800,91,25
1613948400,5,29
1613952000,87,67
1613955600,10,31
1613959200,87,65
1613962800,28,46
1613966400,29,50
1613970000,67,75
1613973600,52,61
1613977200,31,63
1613980800,31,52
1613984400,41,73
1613988000,66,82
1613991600,92,49
1613995200,6,25
1613998800,42,51
1614002400,55,1
1614006000,85,5
1614009600,73,86
1614013200,95,22
1614016800,28,23
1614020400,74,47
1614024000,41,3
1614027600,90,83
1614031200,32,21
1614034800,23,54
1614038400,78,54
1614042000,95,6
1614045600,14,87
1614049200,23,10
1614052800,26,19
1614056400,29,34
1614060000,25,14
1614063600,44,88
1614067200,68,39
1614070800,24,49
1614074400,30,51
1614078000,65,61
1614081600,59,54
1614085200,21,45
1614088800,80,35
1614092400,13,20
1614096000,57,7
1614099600,85,24
1614103200,62,62
1614106800,94,41
1614110400,86,22
1614114000,44,10
1614117600,95,41
1614121200,12,62
1614124800,48,80
1614128400,80,68
1614132000,46,44
1614135600,6,58
1614139200,12,18
1614142800,17,46
1614146400,21,74
1614150000,34,31
1614153600,50,73
1614157200,61,11
1614160800,49,54
1614164400,21,34
1614168000,44,55
1614171600,49,39
1614175200,10,14
1614178800,15,49
1614182400,8,48
1614186000,85,7
1614189600,6,82
1614193200,34,63
1614196800,68,4
1614200400,77,42
1614204000,84,10
1614207600,78,33
1614211200,88,38
1614214800,12,90
1614218400,60,23
1614222000,38,4
1614225600,46,77
1614229200,48,10
1614232800,59,16
1614236400,27,58
1614240000,70,11
1614243600,33,29
1614247200,61,57
1614250800,6,82
1614254400,67,36
1614258000,38,13
1614261600,52,16
1614265200,51,2
1614268800,22,16
1614272400,7,36
1614276000,8,89
1614279600,8,44
1614283200,81,46
1614286800,22,2
1614290400,30,39
1614294000,28,53
1614297600,19,52
1614301200,88,70
1614304800,77,47
1614308400,67,6
1614312000,89,4
1614315600,24,3
1614319200,79,28
1614322800,64,55
1614326400,50,61
1614330000,59,48
1614333600,28,57
1614337200,60,8
1614340800,71,73
1614344400,69,0
1614348000,80,88
1614351600,59,89
1614355200,54,9
1614358800,37,30
1614362400,24,3
1614366000,5,12
1614369600,66,19
1614373200,20,8
1614376800,53,38
1614380400,68,56
1614384000,67,26
1614387600,18,85
1614391200,51,31
1614394800,61,21
1614398400,72,30
1614402000,26,52
1614405600,32,38
1614409200,18,76
1614412800,15,45
1614416400,74,30
1614420000,53,69
1614423600,47,73
1614427200,57,21
1614430800,86,9
1614434400,64,16
1614438000,33,30
1614441600,10,41
1614445200,84,51
1614448800,40,44
1614452400,77,12
1614456000,79,56
1614459600,69,10
1614463200,9,77
1614466800,91,14
1614470400,37,28
1614474000,12,43
1614477600,65,13
1614481200,30,21
1614484800,39,69
1614488400,89,56
1614492000,90,21
1614495600,54,90
1614499200,30,37
1614502800,18,61
1614506400,50,85
1614510000,78,28
1614513600,56,46
1614517200,44,18
1614520800,91,88
1614524400,91,81
1614528000,84,3
1614531600,93,49
1614535200,21,22
1614538800,75,13
1614542400,60,27
1614546000,37,49
1614549600,53,44
1614553200,17,74
1614556800,50,25
1614560400,12,90
1614564000,79,80
1614567600,32,34
1614571200,94,29
1614574800,57,47
1614578400,32,10
1614582000,43,15
1614585600,18,35
1614589200,32,83
1614592800,25,61
1614596400,10,75
1614600000,93,0
1614603600,93,8
1614607200,50,63
1614610800,50,90
1614614400,56,52
1614618000,94,34
1614621600,46,79
1614625200,36,2
1614628800,23,46
1614632400,55,8
1614636000,62,51
1614639600,28,70
1614643200,91,14
1614646800,68,69
1614650400,80,31
1614654000,22,35
1614657600,37,14
1614661200,48,40
1614664800,45,52
1614668400,44,0
1614672000,18,0
1614675600,40,18
1614679200,84,29
1614682800,79,6
1614686400,81,33
1614690000,19,42
1614693600,89,1
1614697200,80,42
1614700800,74,10
1614704400,80,16
1614708000,10,1
1614711600,56,37
1614715200,74,57
1614718800,82,18
1614722400,23,79
1614726000,23,86
1614729600,84,16
1614733200,18,30
1614736800,51,87
1614740400,5,31
1614744000,89,68
1614747600,41,40
1614751200,74,20
1614754800,88,10
1614758400,90,30
1614762000,31,90
1614765600,36,40
1614769200,95,9
1614772800,12,76
1614776400,32,79
1614780000,32,45
1614783600,79,15
1614787200,67,50
1614790800,50,17
1614794400,15,45
1614798000,16,57
1614801600,28,47
1614805200,11,55
1614808800,35,52
1614812400,34,24
1614816000,87,55
1614819600,82,22
1614823200,10,76
1614826800,90,66
1614830400,29,21
1614834000,59,51
1614837600,35,1
1614841200,71,1
1614844800,56,75
1614848400,77,24
1614852000,88,46
1614855600,86,69
1614859200,7,88
1614862800,93,86
1614866400,54,26
1614870000,79,4
1614873600,49,60
1614877200,85,49
1614880800,51,75
1614884400,29,70
1614888000,10,42
1614891600,90,35
1614895200,48,23
1614898800,95,57
1614902400,12,34
1614906000,87,54
1614909600,85,35
1614913200,37,45
1614916800,37,83
1614920400,9,45
1614924000,23,78
1614927600,17,63
1614931200,52,1
1614934800,80,56
1614938400,81,63
1614942000,95,82
1614945600,19,84
1614949200,85,20
1614952800,21,43
1614956400,45,78
1614960000,82,85
1614963600,46,30
1614967200,35,36
1614970800,43,25
1614974400,34,42
1614978000,38,10
1614981600,34,45
1614985200,78,40
1614988800,52,58
1614992400,10,86
1614996000,89,4
1614999600,82,7
1615003200,93,30
1615006800,86,14
1615010400,78,30
1615014000,6,22
1615017600,30,5
1615021200,20,18
1615024800,46,54
1615028400,48,33
1615032000,10,77
1615035600,49,89
