timestamp,peer_addr,rd_count,wr_count
1609812000,10.0.0.36,10902,177550
1609815600,10.0.0.36,142207,240143
1609819200,10.0.0.63,217565,215871
1609822800,10.0.0.5,217893,115772
1609826400,10.0.0.17,242213,106010
1609830000,10.0.0.19,83965,259870
1609833600,10.0.0.63,180071,113427
1609837200,10.0.0.17,148738,170931
1609840800,10.0.0.47,90660,152881
1609844400,10.0.0.43,40465,65742
1609848000,10.0.0.12,191092,177654
1609851600,10.0.0.19,224729,57516
1609855200,10.0.0.63,100672,12736
1609858800,10.0.0.36,119505,77486
1609862400,10.0.0.17,47853,57354
1609866000,10.0.0.5,129760,133128
1609869600,10.0.0.5,245412,50854
1609873200,10.0.0.71,248502,46449
1609876800,10.0.0.5,248422,128917
1609880400,10.0.0.63,194419,161190
1609884000,10.0.0.17,102480,199140
1609887600,10.0.0.19,179899,161524
1609891200,10.0.0.20,199368,109053
1609894800,10.0.0.63,172362,75416
1609898400,10.0.0.19,107986,115077
1609902000,10.0.0.20,141429,236645
1609905600,10.0.0.36,27446,219712
1609909200,10.0.0.36,18698,60919
1609912800,10.0.0.19,172689,46996
1609916400,10.0.0.36,217217,88273
1609920000,10.0.0.20,29394,182561
1609923600,10.0.0.19,155984,209318
1609927200,10.0.0.63,186947,146341
1609930800,10.0.0.12,222455,56358
1609934400,10.0.0.5,182307,156153
1609938000,10.0.0.47,191321,144439
1609941600,10.0.0.5,71118,163693
1609945200,10.0.0.17,102779,174199
1609948800,10.0.0.12,27746,84543
1609952400,10.0.0.20,73438,148618
1609956000,10.0.0.20,127177,24869
1609959600,10.0.0.5,117712,172661
1609963200,10.0.0.20,116627,206465
1609966800,10.0.0.71,71453,21625
1609970400,10.0.0.12,93503,195740
1609974000,10.0.0.12,222439,124716
1609977600,10.0.0.5,180724,42691
1609981200,10.0.0.5,205578,246480
1609984800,10.0.0.63,29007,11881
1609988400,10.0.0.17,254595,186329
1609992000,10.0.0.19,51958,51161
1609995600,10.0.0.20,132892,160681
1609999200,10.0.0.43,160800,124166
1610002800,10.0.0.36,72703,187427
1610006400,10.0.0.47,141975,18586
1610010000,10.0.0.43,69306,87882
1610013600,10.0.0.47,23682,115463
1610017200,10.0.0.17,242761,167898
1610020800,10.0.0.43,228743,188713
1610024400,10.0.0.36,36924,36012
1610028000,10.0.0.17,94732,79778
1610031600,10.0.0.63,24267,204479
1610035200,10.0.0.20,118270,102934
1610038800,10.0.0.17,156394,22494
1610042400,10.0.0.71,63000,11327
1610046000,10.0.0.5,12203,72441
1610049600,10.0.0.19,187132,197134
1610053200,10.0.0.71,142407,177550
1610056800,10.0.0.71,81817,253151
1610060400,10.0.0.63,134118,27730
1610064000,10.0.0.47,219605,223472
1610067600,10.0.0.63,238860,239547
1610071200,10.0.0.43,120702,95473
1610074800,10.0.0.47,118518,98724
1610078400,10.0.0.17,150618,8582
1610082000,10.0.0.43,48162,12593
1610085600,10.0.0.63,25395,191534
1610089200,10.0.0.71,219102,180798
1610092800,10.0.0.5,64209,109473
1610096400,10.0.0.5,199039,235399
1610100000,10.0.0.20,107537,192660
1610103600,10.0.0.71,51873,24224
1610107200,10.0.0.71,83293,245936
1610110800,10.0.0.5,173707,102109
1610114400,10.0.0.63,133472,99584
1610118000,10.0.0.17,96372,139554
1610121600,10.0.0.47,232723,11807
1610125200,10.0.0.36,49711,222717
1610128800,10.0.0.36,36057,133783
1610132400,10.0.0.17,122411,179679
1610136000,10.0.0.19,228303,134074
1610139600,10.0.0.19,150371,177755
1610143200,10.0.0.17,158844,107905
1610146800,10.0.0.19,254598,19267
1610150400,10.0.0.19,41781,253749
1610154000,10.0.0.5,83506,87776
1610157600,10.0.0.19,238835,167357
1610161200,10.0.0.36,69200,208876
1610164800,10.0.0.36,181374,91790
1610168400,10.0.0.36,140675,206009
1610172000,10.0.0.47,182233,27016
1610175600,10.0.0.20,9155,24244
1610179200,10.0.0.20,106262,29946
1610182800,10.0.0.17,42009,131401
1610186400,10.0.0.47,71673,164990
1610190000,10.0.0.71,47779,95354
1610193600,10.0.0.47,155247,71844
1610197200,10.0.0.19,12177,242055
1610200800,10.0.0.5,192834,16133
1610204400,10.0.0.47,244929,148616
1610208000,10.0.0.19,214358,177707
1610211600,10.0.0.71,55517,178670
1610215200,10.0.0.63,175440,22588
1610218800,10.0.0.12,31722,165607
1610222400,10.0.0.5,8282,229089
1610226000,10.0.0.43,85448,123725
1610229600,10.0.0.12,97247,16627
1610233200,10.0.0.47,14059,20612
1610236800,10.0.0.47,240756,60303
1610240400,10.0.0.36,42746,42887
1610244000,10.0.0.71,151754,249053
1610247600,10.0.0.63,134636,151427
1610251200,10.0.0.20,133570,64523
1610254800,10.0.0.71,9307,197255
1610258400,10.0.0.63,8253,52394
1610262000,10.0.0.19,19047,238852
1610265600,10.0.0.20,117003,73755
1610269200,10.0.0.19,242863,188824
1610272800,10.0.0.43,94279,22284
1610276400,10.0.0.12,207790,56838
1610280000,10.0.0.63,62621,55450
1610283600,10.0.0.71,196169,181894
1610287200,10.0.0.17,136840,53119
1610290800,10.0.0.63,56159,163436
1610294400,10.0.0.5,132893,163497
1610298000,10.0.0.12,176371,29402
1610301600,10.0.0.47,190431,138213
1610305200,10.0.0.5,212926,227933
1610308800,10.0.0.43,102890,59868
1610312400,10.0.0.36,44965,114515
1610316000,10.0.0.5,21735,168944
1610319600,10.0.0.17,94415,102768
1610323200,10.0.0.20,165380,86465
1610326800,10.0.0.36,38523,134432
1610330400,10.0.0.71,209932,259133
1610334000,10.0.0.12,171390,28208
1610337600,10.0.0.71,218557,210447
1610341200,10.0.0.19,77135,161028
1610344800,10.0.0.20,225546,255726
1610348400,10.0.0.20,133897,38346
1610352000,10.0.0.5,90895,51889
1610355600,10.0.0.20,204352,247315
1610359200,10.0.0.36,237359,150350
1610362800,10.0.0.63,170341,35731
1610366400,10.0.0.43,113617,92520
1610370000,10.0.0.63,212198,255718
1610373600,10.0.0.5,77836,211930
1610377200,10.0.0.19,182697,135922
1610380800,10.0.0.71,253147,99124
1610384400,10.0.0.63,230322,224829
1610388000,10.0.0.43,59667,162581
1610391600,10.0.0.71,158966,213791
1610395200,10.0.0.17,98688,188805
1610398800,10.0.0.63,225886,206003
1610402400,10.0.0.17,80220,57275
1610406000,10.0.0.5,40544,261281
1610409600,10.0.0.47,130087,76772
1610413200,10.0.0.36,167733,106327
1610416800,10.0.0.36,104062,97129
1610420400,10.0.0.17,142974,174309
1610424000,10.0.0.43,67090,225784
1610427600,10.0.0.43,144106,122406
1610431200,10.0.0.17,206091,212902
1610434800,10.0.0.71,11131,31492
1610438400,10.0.0.17,207065,212722
1610442000,10.0.0.12,123972,100124
1610445600,10.0.0.47,252656,222019
1610449200,10.0.0.5,76773,127407
1610452800,10.0.0.20,137822,78326
1610456400,10.0.0.5,35650,213109
1610460000,10.0.0.71,150115,127056
1610463600,10.0.0.12,19866,118019
1610467200,10.0.0.17,204418,170968
1610470800,10.0.0.63,61277,28956
1610474400,10.0.0.36,225150,227830
1610478000,10.0.0.36,183953,198659
1610481600,10.0.0.43,105943,188971
1610485200,10.0.0.43,96514,257552
1610488800,10.0.0.12,40269,133029
1610492400,10.0.0.20,72962,15536
1610496000,10.0.0.20,126820,157459
1610499600,10.0.0.47,34916,24183
1610503200,10.0.0.71,21477,220409
1610506800,10.0.0.12,212749,128544
1610510400,10.0.0.43,28217,91349
1610514000,10.0.0.63,48215,122159
1610517600,10.0.0.17,160146,219910
1610521200,10.0.0.71,231751,163282
1610524800,10.0.0.17,23467,195359
1610528400,10.0.0.5,139471,115178
1610532000,10.0.0.63,61288,233807
1610535600,10.0.0.43,101970,115580
1610539200,10.0.0.19,107528,128866
1610542800,10.0.0.5,21709,79270
1610546400,10.0.0.43,65856,99295
1610550000,10.0.0.5,220440,248520
1610553600,10.0.0.43,166387,146321
1610557200,10.0.0.12,38960,224929
1610560800,10.0.0.36,15942,240205
1610564400,10.0.0.47,226963,226533
1610568000,10.0.0.47,191175,25477
1610571600,10.0.0.12,50501,228457
1610575200,10.0.0.43,144223,182842
1610578800,10.0.0.47,196009,51408
1610582400,10.0.0.19,223196,109072
1610586000,10.0.0.36,79387,176369
1610589600,10.0.0.47,49545,80411
1610593200,10.0.0.36,195672,220381
1610596800,10.0.0.47,242737,228131
1610600400,10.0.0.63,222816,192749
1610604000,10.0.0.36,164930,121579
1610607600,10.0.0.5,187709,18938
1610611200,10.0.0.63,63723,154969
1610614800,10.0.0.36,169613,197835
1610618400,10.0.0.5,201630,158686
1610622000,10.0.0.5,179799,229881
1610625600,10.0.0.47,144143,126283
1610629200,10.0.0.36,246617,59610
1610632800,10.0.0.43,166725,40002
1610636400,10.0.0.5,173894,109675
1610640000,10.0.0.17,145252,121463
1610643600,10.0.0.47,243097,46827
1610647200,10.0.0.20,162103,211560
1610650800,10.0.0.12,255759,228030
1610654400,10.0.0.63,102729,22364
1610658000,10.0.0.47,195531,193971
1610661600,10.0.0.36,166608,75769
1610665200,10.0.0.12,209904,169244
1610668800,10.0.0.12,211237,73624
1610672400,10.0.0.63,178357,239326
1610676000,10.0.0.63,185083,122234
1610679600,10.0.0.63,51043,212188
1610683200,10.0.0.12,181903,111947
1610686800,10.0.0.12,60435,214563
1610690400,10.0.0.17,128611,54948
1610694000,10.0.0.36,202329,97336
1610697600,10.0.0.63,243584,255752
1610701200,10.0.0.20,148776,203311
1610704800,10.0.0.17,214589,261406
1610708400,10.0.0.17,58060,177418
1610712000,10.0.0.71,112216,209358
1610715600,10.0.0.71,25490,252209
1610719200,10.0.0.20,231552,26816
1610722800,10.0.0.71,241878,79060
1610726400,10.0.0.12,72938,54528
1610730000,10.0.0.17,172323,103714
1610733600,10.0.0.71,203334,84953
1610737200,10.0.0.47,156971,80587
1610740800,10.0.0.71,17508,32831
1610744400,10.0.0.36,52678,191901
1610748000,10.0.0.47,174032,150974
1610751600,10.0.0.63,155275,168272
1610755200,10.0.0.17,195564,246681
1610758800,10.0.0.47,194656,81263
1610762400,10.0.0.5,145967,146009
1610766000,10.0.0.19,144034,55987
1610769600,10.0.0.36,231245,106178
1610773200,10.0.0.17,166912,254958
1610776800,10.0.0.19,43546,10121
1610780400,10.0.0.19,28442,54607
1610784000,10.0.0.63,37614,75497
1610787600,10.0.0.19,247951,222580
1610791200,10.0.0.19,194000,10848
1610794800,10.0.0.63,158674,197313
1610798400,10.0.0.20,158466,80935
1610802000,10.0.0.71,204595,216778
1610805600,10.0.0.47,92093,40727
1610809200,10.0.0.71,165554,199448
1610812800,10.0.0.43,57258,89851
1610816400,10.0.0.36,227754,219303
1610820000,10.0.0.71,182855,248725
1610823600,10.0.0.19,26586,89381
1610827200,10.0.0.71,30398,21036
1610830800,10.0.0.19,18546,26567
1610834400,10.0.0.47,188967,176842
1610838000,10.0.0.20,243053,119092
1610841600,10.0.0.63,199984,58042
1610845200,10.0.0.36,254901,215404
1610848800,10.0.0.47,48278,119519
1610852400,10.0.0.20,206939,84928
1610856000,10.0.0.19,157862,114641
1610859600,10.0.0.43,31140,133035
1610863200,10.0.0.5,118806,10290
1610866800,10.0.0.63,64177,20644
1610870400,10.0.0.5,162921,56469
1610874000,10.0.0.17,80255,146379
1610877600,10.0.0.12,61224,84018
1610881200,10.0.0.43,74728,76574
1610884800,10.0.0.71,134538,225862
1610888400,10.0.0.43,131055,170456
1610892000,10.0.0.36,229482,175176
1610895600,10.0.0.47,24388,198124
1610899200,10.0.0.71,154635,54585
1610902800,10.0.0.5,43574,219772
1610906400,10.0.0.12,205042,229550
1610910000,10.0.0.5,136055,47460
1610913600,10.0.0.20,33018,100492
1610917200,10.0.0.19,233983,22078
1610920800,10.0.0.12,243057,257626
1610924400,10.0.0.71,218508,235538
1610928000,10.0.0.43,16542,57725
1610931600,10.0.0.63,175178,73921
1610935200,10.0.0.71,59553,220364
1610938800,10.0.0.63,200180,255747
1610942400,10.0.0.36,208309,53493
1610946000,10.0.0.71,10561,36405
1610949600,10.0.0.43,205154,61231
1610953200,10.0.0.63,185672,142072
1610956800,10.0.0.19,125370,231986
1610960400,10.0.0.47,246989,188149
1610964000,10.0.0.47,22567,51548
1610967600,10.0.0.71,110080,218534
1610971200,10.0.0.71,97623,124945
1610974800,10.0.0.17,131559,62780
1610978400,10.0.0.20,232125,8744
1610982000,10.0.0.19,45743,120316
1610985600,10.0.0.36,152782,172327
1610989200,10.0.0.43,62220,95654
1610992800,10.0.0.12,239697,67881
1610996400,10.0.0.5,13351,52526
1611000000,10.0.0.43,14352,66901
1611003600,10.0.0.20,174087,23839
1611007200,10.0.0.17,36197,113270
1611010800,10.0.0.5,219681,236638
1611014400,10.0.0.12,106665,206418
1611018000,10.0.0.20,38950,99018
1611021600,10.0.0.47,253601,243608
1611025200,10.0.0.12,122188,152686
1611028800,10.0.0.71,233857,130038
1611032400,10.0.0.71,170217,244400
1611036000,10.0.0.20,32381,105609
1611039600,10.0.0.71,192054,17351
1611043200,10.0.0.17,162966,45356
1611046800,10.0.0.43,250631,111894
1611050400,10.0.0.12,247934,65416
1611054000,10.0.0.5,245789,96174
1611057600,10.0.0.71,210817,87431
1611061200,10.0.0.19,85827,56476
1611064800,10.0.0.20,48300,27989
1611068400,10.0.0.12,179665,190014
1611072000,10.0.0.19,101210,69252
1611075600,10.0.0.63,190667,253114
1611079200,10.0.0.63,150820,8785
1611082800,10.0.0.19,216052,251224
1611086400,10.0.0.20,110625,91862
1611090000,10.0.0.36,167676,184508
1611093600,10.0.0.19,206350,132980
1611097200,10.0.0.19,81337,65665
1611100800,10.0.0.17,210020,214975
1611104400,10.0.0.47,206397,132295
1611108000,10.0.0.17,184828,225314
1611111600,10.0.0.47,115726,8685
1611115200,10.0.0.17,55783,151314
1611118800,10.0.0.47,33004,105021
1611122400,10.0.0.71,78179,62503
1611126000,10.0.0.47,180579,221987
1611129600,10.0.0.19,261759,21042
1611133200,10.0.0.63,132276,203389
1611136800,10.0.0.5,196028,151065
1611140400,10.0.0.43,134627,95117
1611144000,10.0.0.43,255047,126802
1611147600,10.0.0.19,37424,89385
1611151200,10.0.0.20,64723,136976
1611154800,10.0.0.17,201817,16838
1611158400,10.0.0.43,182839,86825
1611162000,10.0.0.71,247532,114261
1611165600,10.0.0.17,234389,222877
1611169200,10.0.0.20,201083,92808
1611172800,10.0.0.20,80299,26492
1611176400,10.0.0.71,57096,152927
1611180000,10.0.0.47,13046,145629
1611183600,10.0.0.47,186118,29910
1611187200,10.0.0.19,214733,195643
1611190800,10.0.0.71,132316,244317
1611194400,10.0.0.17,110980,164812
1611198000,10.0.0.17,34753,259201
1611201600,10.0.0.36,136572,231245
1611205200,10.0.0.71,251242,25032
1611208800,10.0.0.17,52803,206341
1611212400,10.0.0.19,251390,255246
1611216000,10.0.0.5,137798,115149
1611219600,10.0.0.36,107067,38923
1611223200,10.0.0.5,48328,100513
1611226800,10.0.0.19,227576,79686
1611230400,10.0.0.63,161316,182474
1611234000,10.0.0.5,28739,64084
1611237600,10.0.0.63,256385,192465
1611241200,10.0.0.36,45459,181362
1611244800,10.0.0.36,64100,225973
1611248400,10.0.0.17,210244,70067
1611252000,10.0.0.63,137767,54722
1611255600,10.0.0.17,166979,153597
1611259200,10.0.0.19,72959,193734
1611262800,10.0.0.12,57188,158965
1611266400,10.0.0.5,132591,167138
1611270000,10.0.0.19,110462,187686
1611273600,10.0.0.36,85189,36775
1611277200,10.0.0.43,138018,74042
1611280800,10.0.0.5,62737,239152
1611284400,10.0.0.47,185606,187051
1611288000,10.0.0.20,156424,171676
1611291600,10.0.0.17,234200,76310
1611295200,10.0.0.36,197756,250279
1611298800,10.0.0.5,253633,45122
1611302400,10.0.0.5,91103,24571
1611306000,10.0.0.43,247806,126841
1611309600,10.0.0.19,170499,58887
1611313200,10.0.0.36,23313,43762
1611316800,10.0.0.12,158498,207510
1611320400,10.0.0.71,257312,239973
1611324000,10.0.0.63,128098,243254
1611327600,10.0.0.5,190366,215110
1611331200,10.0.0.36,253088,150521
1611334800,10.0.0.17,102248,251012
1611338400,10.0.0.5,211383,79770
1611342000,10.0.0.12,225311,174433
1611345600,10.0.0.12,19630,82587
1611349200,10.0.0.71,205886,206910
1611352800,10.0.0.47,203840,103064
1611356400,10.0.0.71,178601,207233
1611360000,10.0.0.63,187270,72986
1611363600,10.0.0.5,105271,110209
1611367200,10.0.0.19,200592,210154
1611370800,10.0.0.17,29694,50057
1611374400,10.0.0.12,259082,108297
1611378000,10.0.0.71,250696,71264
1611381600,10.0.0.43,216008,191904
1611385200,10.0.0.20,232015,135445
1611388800,10.0.0.20,138642,76940
1611392400,10.0.0.12,244586,102398
1611396000,10.0.0.19,183208,136526
1611399600,10.0.0.63,247690,233605
1611403200,10.0.0.63,229188,26901
1611406800,10.0.0.17,98862,157605
1611410400,10.0.0.63,66406,154343
1611414000,10.0.0.17,214729,142694
1611417600,10.0.0.47,130190,96358
1611421200,10.0.0.20,120046,175230
1611424800,10.0.0.17,163669,51527
1611428400,10.0.0.43,48012,142971
1611432000,10.0.0.20,22193,63834
1611435600,10.0.0.20,170371,158381
1611439200,10.0.0.19,21463,125224
1611442800,10.0.0.20,219468,70943
1611446400,10.0.0.5,60234,129157
1611450000,10.0.0.12,255259,190744
1611453600,10.0.0.17,223454,58589
1611457200,10.0.0.5,12006,25492
1611460800,10.0.0.47,37014,180969
1611464400,10.0.0.43,239972,220789
1611468000,10.0.0.20,28830,89840
1611471600,10.0.0.19,200176,107068
1611475200,10.0.0.71,197830,120339
1611478800,10.0.0.5,69243,186664
1611482400,10.0.0.20,235020,238707
1611486000,10.0.0.63,147844,86670
1611489600,10.0.0.71,195170,47780
1611493200,10.0.0.71,40761,160796
1611496800,10.0.0.5,53390,189618
1611500400,10.0.0.43,109354,22294
1611504000,10.0.0.43,45945,42933
1611507600,10.0.0.19,147379,89966
1611511200,10.0.0.36,144850,25451
1611514800,10.0.0.71,114401,195704
1611518400,10.0.0.63,146704,168379
1611522000,10.0.0.17,45820,53878
1611525600,10.0.0.19,236689,95906
1611529200,10.0.0.17,78852,237677
1611532800,10.0.0.36,192467,28722
1611536400,10.0.0.19,79756,129884
1611540000,10.0.0.12,34692,22686
1611543600,10.0.0.17,180477,16923
1611547200,10.0.0.36,170986,153581
1611550800,10.0.0.43,237894,114839
1611554400,10.0.0.71,119919,253352
1611558000,10.0.0.47,196710,36827
1611561600,10.0.0.36,242777,120373
1611565200,10.0.0.47,38531,191033
1611568800,10.0.0.43,241042,230358
1611572400,10.0.0.20,116673,47769
1611576000,10.0.0.71,115609,183471
1611579600,10.0.0.71,149286,101604
1611583200,10.0.0.12,10584,119447
1611586800,10.0.0.5,252497,94996
1611590400,10.0.0.17,28665,61772
1611594000,10.0.0.20,109971,250290
1611597600,10.0.0.71,201215,85772
1611601200,10.0.0.20,235222,116111
1611604800,10.0.0.17,244561,94808
1611608400,10.0.0.36,20277,58338
1611612000,10.0.0.63,171839,165756
1611615600,10.0.0.5,192944,52697
1611619200,10.0.0.5,222780,55090
1611622800,10.0.0.43,253054,154444
1611626400,10.0.0.5,245024,174917
1611630000,10.0.0.36,118800,131745
1611633600,10.0.0.19,130412,179818
1611637200,10.0.0.63,254206,152695
1611640800,10.0.0.17,161738,134912
1611644400,10.0.0.20,146484,256199
1611648000,10.0.0.47,61606,20742
1611651600,10.0.0.63,116259,205494
1611655200,10.0.0.63,10170,20978
1611658800,10.0.0.12,15337,120889
1611662400,10.0.0.43,216511,103569
1611666000,10.0.0.43,217112,69226
1611669600,10.0.0.36,60707,191446
1611673200,10.0.0.63,126834,38357
1611676800,10.0.0.12,155928,46952
1611680400,10.0.0.20,126688,40293
1611684000,10.0.0.63,147594,93708
1611687600,10.0.0.47,71911,56824
1611691200,10.0.0.17,40733,58802
1611694800,10.0.0.47,165656,65948
1611698400,10.0.0.36,182677,129316
1611702000,10.0.0.12,221473,193285
1611705600,10.0.0.71,129669,245800
1611709200,10.0.0.71,100289,110289
1611712800,10.0.0.47,179663,113075
1611716400,10.0.0.20,131605,86620
1611720000,10.0.0.19,186603,226022
1611723600,10.0.0.17,254151,35588
1611727200,10.0.0.17,10696,177331
1611730800,10.0.0.5,143383,189844
1611734400,10.0.0.63,98865,110177
1611738000,10.0.0.5,149724,178507
1611741600,10.0.0.47,261617,45831
1611745200,10.0.0.12,12709,137928
1611748800,10.0.0.5,157322,164448
1611752400,10.0.0.63,86541,142910
1611756000,10.0.0.12,157064,67168
1611759600,10.0.0.36,58950,58975
1611763200,10.0.0.20,118670,170681
1611766800,10.0.0.12,229001,160921
1611770400,10.0.0.71,252136,251594
1611774000,10.0.0.19,142243,138973
1611777600,10.0.0.36,72491,247447
1611781200,10.0.0.36,240348,107014
1611784800,10.0.0.63,111199,256144
1611788400,10.0.0.5,86932,80340
1611792000,10.0.0.19,250296,229213
1611795600,10.0.0.19,123183,135020
1611799200,10.0.0.20,132669,245499
1611802800,10.0.0.19,166343,67204
1611806400,10.0.0.36,18314,56995
1611810000,10.0.0.20,190675,46095
1611813600,10.0.0.43,25044,110395
1611817200,10.0.0.17,42004,88398
1611820800,10.0.0.71,152950,46454
1611824400,10.0.0.43,166000,125195
1611828000,10.0.0.47,59616,113146
1611831600,10.0.0.47,121410,83186
1611835200,10.0.0.63,89036,207663
1611838800,10.0.0.17,219151,220863
1611842400,10.0.0.19,102892,230986
1611846000,10.0.0.43,120834,14365
1611849600,10.0.0.12,233808,31217
1611853200,10.0.0.19,77731,174231
1611856800,10.0.0.19,20477,64837
1611860400,10.0.0.17,211174,77694
1611864000,10.0.0.43,74916,129118
1611867600,10.0.0.36,14728,97385
1611871200,10.0.0.47,81369,33278
1611874800,10.0.0.20,95414,244238
1611878400,10.0.0.12,59270,193987
1611882000,10.0.0.36,36180,161678
1611885600,10.0.0.63,195944,133141
1611889200,10.0.0.17,168010,202681
1611892800,10.0.0.12,220282,214966
1611896400,10.0.0.19,56663,18844
1611900000,10.0.0.63,228452,85569
1611903600,10.0.0.71,251041,92105
1611907200,10.0.0.12,94472,20331
1611910800,10.0.0.63,246577,107554
1611914400,10.0.0.71,212249,13681
1611918000,10.0.0.63,146562,41669
1611921600,10.0.0.12,196250,84470
1611925200,10.0.0.5,124012,244288
1611928800,10.0.0.47,217814,57274
1611932400,10.0.0.20,114108,214948
1611936000,10.0.0.5,189107,181055
1611939600,10.0.0.47,240081,169751
1611943200,10.0.0.17,126095,111081
1611946800,10.0.0.5,146398,204515
1611950400,10.0.0.71,257796,154419
1611954000,10.0.0.17,191635,147838
1611957600,10.0.0.47,134009,81743
1611961200,10.0.0.43,201332,197563
1611964800,10.0.0.20,64041,153033
1611968400,10.0.0.20,242725,113998
1611972000,10.0.0.36,177909,149962
1611975600,10.0.0.71,190470,236900
1611979200,10.0.0.63,251196,209853
1611982800,10.0.0.43,69908,93906
1611986400,10.0.0.19,242135,89358
1611990000,10.0.0.20,20747,127850
1611993600,10.0.0.12,196191,108716
1611997200,10.0.0.5,193760,156905
1612000800,10.0.0.43,28322,212754
1612004400,10.0.0.71,21169,48184
1612008000,10.0.0.20,220771,217901
1612011600,10.0.0.43,84931,146027
1612015200,10.0.0.20,110650,134878
1612018800,10.0.0.71,94307,51643
1612022400,10.0.0.17,20134,31433
1612026000,10.0.0.36,201390,153190
1612029600,10.0.0.12,13986,87036
1612033200,10.0.0.12,154286,127653
1612036800,10.0.0.47,84853,256986
1612040400,10.0.0.20,15311,15810
1612044000,10.0.0.43,160777,228389
1612047600,10.0.0.63,48909,50975
1612051200,10.0.0.36,56548,8482
1612054800,10.0.0.12,11695,203799
1612058400,10.0.0.19,161759,70790
1612062000,10.0.0.47,248037,119037
1612065600,10.0.0.20,199821,124831
1612069200,10.0.0.20,107177,125974
1612072800,10.0.0.19,54045,202636
1612076400,10.0.0.43,169727,64804
1612080000,10.0.0.43,216198,72438
1612083600,10.0.0.47,73275,113155
1612087200,10.0.0.47,68187,16561
