timestamp,rd_count,wr_count
1610884800,38628352,15819776
1610888400,48700416,27957248
1610892000,52048896,34995200
1610895600,24269824,39787520
1610899200,39226368,52063232
1610902800,2162688,64809984
1610906400,30010368,58448896
1610910000,15164416,30725120
1610913600,2370560,44433408
1610917200,16154624,14454784
1610920800,48280576,41351168
1610924400,62332928,8250368
1610928000,42569728,10101760
1610931600,59888640,16598016
1610935200,57924608,11561984
1610938800,45996032,29443072
1610942400,25285632,27587584
1610946000,55303168,42764288
1610949600,28012544,45002752
1610953200,15441920,65141760
1610956800,29956096,15507456
1610960400,30368768,25396224
1610964000,6847488,43436032
1610967600,54024192,39660544
1610971200,53299200,3068928
1610974800,19546112,34469888
1610978400,9849856,14769152
1610982000,8151040,50322432
1610985600,22774784,65942528
1610989200,32350208,46129152
1610992800,10395648,11237376
1610996400,41001984,66123776
1611000000,36727808,29195264
1611003600,41778176,62643200
1611007200,7088128,22649856
1611010800,28201984,2473984
1611014400,3587072,56473600
1611018000,25774080,40877056
1611021600,65339392,45228032
1611025200,45968384,51529728
1611028800,46200832,63417344
1611032400,18889728,21480448
1611036000,43616256,57483264
1611039600,37233664,64293888
1611043200,56316928,2473984
1611046800,10840064,32142336
1611050400,44153856,49744896
1611054000,31156224,46311424
1611057600,44369920,38364160
1611061200,9371648,16887808
1611064800,26443776,3003392
1611068400,17265664,60473344
1611072000,57379840,8469504
1611075600,34241536,23137280
1611079200,51600384,13100032
1611082800,7557120,30691328
1611086400,41947136,56889344
1611090000,17602560,18453504
1611093600,47263744,52739072
1611097200,48178176,3997696
1611100800,20642816,56921088
1611104400,34042880,30227456
1611108000,7084032,30628864
1611111600,41968640,49356800
1611115200,34422784,49244160
1611118800,64148480,58769408
1611122400,50150400,46843904
1611126000,19659776,7948288
1611129600,53216256,51804160
1611133200,28988416,37706752
1611136800,30333952,66988032
1611140400,33828864,5171200
1611144000,56767488,49334272
1611147600,21528576,4448256
1611151200,2490368,2596864
1611154800,6348800,53575680
1611158400,24947712,5821440
1611162000,49232896,29934592
1611165600,34353152,24092672
1611169200,44722176,66678784
1611172800,38766592,9287680
1611176400,25865216,54346752
1611180000,54034432,43428864
1611183600,27724800,40140800
1611187200,60662784,54616064
1611190800,10737664,23887872
1611194400,22021120,9996288
1611198000,59501568,44219392
1611201600,24760320,46459904
1611205200,46570496,57693184
1611208800,14486528,18350080
1611212400,44160000,37338112
1611216000,22074368,58822656
1611219600,32702464,21858304
1611223200,48345088,10314752
1611226800,53966848,20001792
1611230400,17505280,12723200
1611234000,39779328,36969472
1611237600,21581824,65406976
1611241200,10000384,15134720
1611244800,20441088,51181568
1611248400,4452352,40365056
1611252000,26607616,29384704
1611255600,17474560,49271808
1611259200,8734720,29475840
1611262800,39855104,21125120
1611266400,13255680,49444864
1611270000,23892992,65772544
1611273600,41158656,22025216
1611277200,20520960,22393856
1611280800,62783488,7378944
1611284400,7826432,45718528
1611288000,50544640,45508608
1611291600,15579136,5016576
1611295200,11332608,56022016
1611298800,50593792,29676544
1611302400,7620608,20476928
1611306000,2932736,32132096
1611309600,47764480,50849792
1611313200,14294016,21928960
1611316800,45755392,52051968
1611320400,8483840,56913920
1611324000,34387968,30279680
1611327600,55577600,40976384
1611331200,50208768,41528320
1611334800,28800000,13409280
1611338400,46810112,67068928
1611342000,57030656,62784512
1611345600,12994560,5499904
1611349200,33230848,22231040
1611352800,26952704,49255424
1611356400,49810432,32476160
1611360000,2622464,18172928
1611363600,62511104,15816704
1611367200,66926592,9695232
1611370800,35648512,45572096
1611374400,27177984,42036224
1611378000,2904064,26995712
1611381600,37745664,23911424
1611385200,65874944,53384192
1611388800,63342592,60104704
1611392400,64696320,10570752
1611396000,60064768,54618112
1611399600,6245376,5949440
1611403200,25547776,37380096
1611406800,26083328,50403328
1611410400,52065280,8784896
1611414000,48310272,52590592
1611417600,57400320,43711488
1611421200,33837056,57217024
1611424800,18837504,34915328
1611428400,3207168,11445248
1611432000,42381312,36553728
1611435600,36343808,13018112
1611439200,58368000,35108864
1611442800,64305152,54600704
1611446400,60643328,29419520
1611450000,63074304,53598208
1611453600,49467392,34750464
1611457200,57451520,7905280
1611460800,37560320,48964608
1611464400,23739392,22515712
1611468000,23179264,37479424
1611471600,40536064,13470720
1611475200,46620672,7263232
1611478800,3577856,63361024
1611482400,7608320,37227520
1611486000,40236032,47893504
1611489600,6671360,9469952
1611493200,58814464,62942208
1611496800,10008576,23536640
1611500400,17960960,3543040
1611504000,50859008,13925376
1611507600,55044096,33216512
1611511200,46578688,12912640
1611514800,6552576,49568768
1611518400,59781120,28194816
1611522000,4974592,15850496
1611525600,31104000,43413504
1611529200,27224064,10614784
1611532800,16106496,61245440
1611536400,39406592,21618688
1611540000,63902720,12532736
1611543600,2402304,3465216
1611547200,19906560,26646528
1611550800,31837184,60357632
1611554400,48086016,47700992
1611558000,61803520,31836160
1611561600,59530240,17265664
1611565200,62955520,6525952
1611568800,28081152,34937856
1611572400,53998592,53292032
1611576000,28562432,24402944
1611579600,67046400,57569280
1611583200,33247232,59700224
1611586800,66087936,47256576
1611590400,21362688,38384640
1611594000,34305024,18156544
1611597600,48820224,34610176
1611601200,19524608,34156544
1611604800,59159552,49264640
1611608400,27405312,40136704
1611612000,62396416,54638592
1611615600,37402624,54816768
1611619200,4794368,65787904
1611622800,26772480,63319040
1611626400,33616896,46200832
1611630000,49501184,60082176
1611633600,3494912,16964608
1611637200,50542592,34644992
1611640800,9555968,17047552
1611644400,47331328,28821504
1611648000,20861952,14527488
1611651600,12407808,2572288
1611655200,14567424,29835264
1611658800,2159616,39157760
1611662400,44530688,60007424
1611666000,44724224,39817216
1611669600,47536128,15016960
1611673200,60063744,50234368
1611676800,46234624,19726336
1611680400,13970432,12741632
1611684000,31357952,61374464
1611687600,38254592,32755712
1611691200,43769856,54226944
1611694800,32830464,18755584
1611698400,4164608,45591552
1611702000,13006848,22929408
1611705600,58021888,23318528
1611709200,55944192,38020096
1611712800,18583552,23533568
1611716400,10067968,61017088
1611720000,16431104,52695040
1611723600,33724416,61871104
1611727200,33141760,59217920
1611730800,12522496,12266496
1611734400,44375040,24395776
1611738000,22912000,8623104
1611741600,51200000,26596352
1611745200,6808576,60399616
1611748800,13713408,5068800
1611752400,12045312,48320512
1611756000,48563200,22956032
1611759600,36679680,39476224
1611763200,11704320,58053632
1611766800,10386432,28190720
1611770400,14478336,50896896
1611774000,22098944,28812288
1611777600,36482048,21253120
1611781200,56113152,2513920
1611784800,13362176,34065408
1611788400,45222912,55640064
1611792000,56364032,66037760
1611795600,29692928,7982080
1611799200,58063872,34404352
1611802800,66284544,4667392
1611806400,37376000,43760640
1611810000,18417664,18829312
1611813600,32146432,53000192
1611817200,23735296,41753600
1611820800,43944960,64564224
1611824400,35374080,56326144
1611828000,48351232,55375872
1611831600,50568192,50263040
1611835200,42059776,7099392
1611838800,50679808,20851712
1611842400,39067648,61333504
1611846000,9381888,60862464
1611849600,60261376,4504576
1611853200,66747392,18743296
1611856800,36811776,33448960
1611860400,53853184,39617536
1611864000,42639360,5161984
1611867600,23876608,7675904
1611871200,56065024,45515776
1611874800,14859264,65439744
1611878400,10497024,48137216
1611882000,22182912,56752128
1611885600,3930112,38181888
1611889200,39905280,43892736
1611892800,43184128,56015872
1611896400,62647296,15141888
1611900000,50239488,37458944
1611903600,8894464,10917888
1611907200,39866368,41071616
1611910800,27564032,42107904
1611914400,39951360,46848000
1611918000,14615552,15480832
1611921600,49912832,3922944
1611925200,21060608,6394880
1611928800,47341568,66362368
1611932400,4725760,55741440
1611936000,47389696,57351168
1611939600,12910592,49223680
1611943200,28423168,18246656
1611946800,58546176,4497408
1611950400,39692288,54084608
1611954000,17543168,22821888
1611957600,56973312,56880128
1611961200,64182272,62270464
1611964800,30842880,57177088
1611968400,37268480,3684352
1611972000,36915200,17314816
1611975600,17068032,19718144
1611979200,19140608,3558400
1611982800,56555520,31911936
1611986400,2811904,59184128
1611990000,53083136,15631360
1611993600,49426432,63897600
1611997200,30284800,10739712
1612000800,15034368,21722112
1612004400,45680640,52629504
1612008000,41236480,28653568
1612011600,40881152,31099904
1612015200,18423808,5480448
1612018800,58800128,47169536
1612022400,60560384,61499392
1612026000,16283648,62905344
1612029600,44243968,31255552
1612033200,48053248,61287424
1612036800,65256448,37499904
1612040400,58629120,33498112
1612044000,29574144,44602368
1612047600,47033344,44430336
1612051200,8916992,42747904
1612054800,20600832,54393856
1612058400,62372864,64184320
1612062000,7440384,36499456
1612065600,25728000,13751296
1612069200,33030144,9581568
1612072800,17135616,24720384
1612076400,54654976,43125760
1612080000,51649536,36368384
1612083600,38922240,28783616
1612087200,33053696,52405248
1612090800,55500800,31201280
1612094400,22795264,47020032
1612098000,62602240,17800192
1612101600,57053184,10052608
1612105200,60133376,31399936
1612108800,50704384,46163968
1612112400,18684928,13494272
1612116000,43238400,56567808
1612119600,15424512,34396160
1612123200,3210240,46357504
1612126800,9408512,50788352
1612130400,36507648,29493248
1612134000,59343872,53587968
1612137600,63764480,63695872
1612141200,15261696,29709312
1612144800,48992256,3653632
1612148400,58813440,4677632
1612152000,48576512,21832704
1612155600,20380672,6046720
1612159200,62328832,13405184
1612162800,35350528,13450240
1612166400,24998912,19465216
1612170000,24847360,33668096
1612173600,8923136,5701632
1612177200,33494016,42575872
1612180800,17488896,40805376
1612184400,58793984,51900416
1612188000,3188736,51028992
1612191600,5905408,64857088
1612195200,47614976,19069952
1612198800,59996160,29497344
1612202400,20626432,19226624
1612206000,32078848,34633728
1612209600,38962176,17889280
1612213200,38583296,66720768
1612216800,61736960,39363584
1612220400,13061120,19627008
1612224000,24258560,3339264
1612227600,51197952,63625216
1612231200,6943744,17582080
1612234800,39091200,54876160
1612238400,56291328,63315968
1612242000,7193600,24909824
1612245600,47235072,11001856
1612249200,22657024,60279808
1612252800,27974656,15543296
1612256400,22668288,46504960
1612260000,32672768,20176896
1612263600,46568448,37065728
1612267200,35969024,50581504
1612270800,4203520,63136768
1612274400,22836224,47708160
1612278000,15653888,44997632
1612281600,16477184,64754688
1612285200,41512960,53863424
1612288800,47766528,46034944
1612292400,41629696,36947968
1612296000,42241024,46726144
1612299600,59761664,54905856
1612303200,55630848,47848448
1612306800,48075776,16496640
1612310400,28822528,36173824
1612314000,28431360,26925056
1612317600,21780480,7889920
1612321200,29420544,55653376
1612324800,56374272,31527936
1612328400,51680256,44640256
1612332000,12126208,32763904
1612335600,55068672,59045888
1612339200,30408704,29471744
1612342800,45799424,11065344
1612346400,40936448,20320256
1612350000,13444096,48607232
1612353600,64949248,38635520
1612357200,36403200,20998144
1612360800,19374080,49909760
1612364400,35397632,13626368
1612368000,18973696,61731840
1612371600,38455296,38658048
1612375200,35051520,33305600
1612378800,59741184,56855552
1612382400,62736384,11838464
1612386000,34386944,40292352
1612389600,42505216,22345728
1612393200,32228352,38343680
1612396800,17247232,43458560
1612400400,14838784,56087552
1612404000,61681664,58725376
1612407600,37584896,27047936
1612411200,30251008,39418880
1612414800,45948928,15055872
1612418400,22218752,46776320
1612422000,26585088,6622208
1612425600,8925184,30470144
1612429200,43183104,41879552
1612432800,61679616,3341312
1612436400,31626240,24833024
1612440000,13082624,63916032
1612443600,30556160,21017600
1612447200,51691520,28214272
1612450800,24791040,66841600
1612454400,4562944,37533696
1612458000,55819264,31674368
1612461600,29149184,58834944
1612465200,56626176,24830976
1612468800,31143936,2992128
1612472400,37789696,18792448
1612476000,47672320,29804544
1612479600,23317504,54500352
1612483200,25705472,31931392
1612486800,29271040,52814848
1612490400,33175552,26327040
1612494000,10537984,44162048
1612497600,55672832,6523904
1612501200,30609408,40254464
1612504800,65181696,53304320
1612508400,39986176,2634752
1612512000,23728128,61236224
1612515600,64752640,18307072
1612519200,20488192,21795840
1612522800,41040896,17061888
1612526400,22690816,44260352
1612530000,33757184,3253248
1612533600,39495680,22504448
1612537200,23184384,63104000
1612540800,52338688,17885184
1612544400,48808960,18405376
1612548000,42115072,24776704
1612551600,27997184,63217664
1612555200,29204480,56509440
1612558800,36362240,27276288
1612562400,42703872,41778176
1612566000,60353536,31861760
1612569600,35904512,25523200
1612573200,15599616,21822464
1612576800,45221888,22070272
1612580400,36787200,65816576
1612584000,64234496,35974144
1612587600,34499584,4147200
1612591200,56382464,23113728
1612594800,65154048,41611264
1612598400,38901760,46853120
1612602000,25446400,46446592
1612605600,37059584,51346432
1612609200,42554368,64166912
1612612800,8273920,44346368
1612616400,56872960,48880640
1612620000,19015680,17644544
1612623600,46173184,20349952
1612627200,41070592,59675648
1612630800,40076288,19183616
1612634400,14636032,9753600
1612638000,50429952,44300288
1612641600,11158528,50359296
1612645200,46350336,65443840
1612648800,6364160,11921408
1612652400,7472128,43168768
1612656000,24204288,30822400
1612659600,55046144,59167744
1612663200,47598592,30490624
1612666800,23751680,53775360
1612670400,7728128,46055424
1612674000,3074048,57186304
1612677600,61602816,14676992
1612681200,10426368,3090432
1612684800,7242752,48405504
1612688400,52716544,52321280
1612692000,23589888,36036608
1612695600,62052352,32651264
1612699200,19287040,8819712
1612702800,63524864,56093696
1612706400,51184640,3887104
1612710000,32152576,8279040
1612713600,65152000,20088832
1612717200,65349632,45641728
1612720800,16010240,21992448
1612724400,64846848,54180864
1612728000,65950720,65823744
1612731600,11784192,27970560
1612735200,13390848,20113408
1612738800,61503488,51076096
1612742400,33949696,47111168
1612746000,3815424,22969344
1612749600,48577536,63770624
1612753200,21050368,33294336
1612756800,38020096,17465344
1612760400,22278144,22094848
1612764000,51794944,19861504
1612767600,28277760,49838080
1612771200,5380096,59057152
1612774800,60909568,51832832
1612778400,13939712,58646528
1612782000,38903808,45320192
1612785600,24888320,16117760
1612789200,6180864,36182016
1612792800,34135040,65588224
1612796400,52688896,33514496
1612800000,13116416,54407168
1612803600,54386688,59596800
1612807200,18594816,40866816
1612810800,58321920,22044672
1612814400,56235008,46029824
1612818000,42043392,40920064
1612821600,63794176,35750912
1612825200,23648256,67078144
1612828800,27698176,49987584
1612832400,19328000,7068672
1612836000,41525248,23662592
1612839600,50291712,64316416
1612843200,37683200,21903360
1612846800,65928192,37248000
1612850400,52921344,51507200
1612854000,3652608,63940608
1612857600,6331392,23469056
1612861200,23954432,55368704
1612864800,62238720,47706112
1612868400,10304512,18890752
1612872000,26627072,17777664
1612875600,25241600,23311360
1612879200,18958336,46792704
1612882800,55819264,12086272
1612886400,62211072,40578048
1612890000,17057792,36626432
1612893600,62143488,32780288
1612897200,33832960,32716800
1612900800,52586496,65190912
1612904400,2855936,38397952
1612908000,17116160,36951040
1612911600,2755584,53890048
1612915200,58323968,57152512
1612918800,42149888,20979712
1612922400,37749760,17884160
1612926000,5301248,62279680
1612929600,66104320,28445696
1612933200,51020800,17952768
1612936800,40668160,7258112
1612940400,27941888,35769344
1612944000,45739008,10430464
1612947600,5285888,8299520
1612951200,41113600,4548608
1612954800,38919168,59129856
1612958400,2630656,7204864
1612962000,30417920,17649664
1612965600,42059776,63616000
1612969200,4429824,65813504
1612972800,53658624,12009472
1612976400,52222976,56838144
1612980000,27796480,55427072
1612983600,19534848,59330560
1612987200,16762880,35986432
1612990800,10173440,55334912
1612994400,41147392,3546112
1612998000,23994368,52316160
1613001600,44419072,27184128
1613005200,26045440,18422784
1613008800,29635584,62867456
1613012400,10442752,62708736
1613016000,35503104,6290432
1613019600,13248512,10452992
1613023200,35336192,48121856
1613026800,41696256,21884928
1613030400,25561088,26809344
1613034000,44153856,51261440
1613037600,15127552,61591552
1613041200,11009024,29793280
1613044800,30468096,51625984
1613048400,18018304,37045248
1613052000,53074944,39916544
1613055600,54791168,62923776
1613059200,65003520,13726720
1613062800,14236672,60068864
1613066400,42024960,55121920
1613070000,55668736,10418176
1613073600,26842112,34347008
1613077200,18774016,60081152
1613080800,47898624,58373120
1613084400,47395840,6350848
1613088000,18072576,24439808
1613091600,23042048,31102976
1613095200,18922496,31953920
1613098800,58800128,14820352
1613102400,16470016,42248192
1613106000,49769472,34974720
1613109600,15054848,37450752
1613113200,30788608,45488128
1613116800,49081344,10455040
1613120400,5975040,23996416
1613124000,31006720,27073536
1613127600,32317440,55751680
1613131200,59323392,16521216
1613134800,16249856,7640064
1613138400,40324096,61549568
1613142000,11893760,23826432
1613145600,51419136,65378304
1613149200,52833280,35771392
1613152800,30222336,12050432
1613156400,48495616,12123136
1613160000,19728384,63694848
1613163600,12527616,32687104
1613167200,34035712,41220096
1613170800,43604992,48546816
1613174400,17104896,47482880
1613178000,37972992,46015488
1613181600,7446528,35720192
1613185200,2184192,32200704
1613188800,17671168,48877568
1613192400,5270528,55898112
1613196000,10844160,15067136
1613199600,12615680,60166144
1613203200,45875200,30878720
1613206800,61368320,41527296
1613210400,8358912,42754048
1613214000,51553280,25990144
1613217600,39339008,29511680
1613221200,24107008,38804480
1613224800,36161536,65615872
1613228400,52782080,51169280
1613232000,13515776,23645184
1613235600,62614528,18866176
1613239200,24796160,30229504
1613242800,16496640,40370176
1613246400,11997184,19670016
1613250000,29159424,20744192
1613253600,65179648,7204864
1613257200,46340096,43944960
1613260800,3513344,40598528
1613264400,50902016,9775104
1613268000,16242688,35346432
1613271600,66207744,21011456
1613275200,30287872,23205888
1613278800,25246720,64352256
1613282400,54251520,43458560
1613286000,48411648,65670144
1613289600,32533504,11444224
1613293200,49966080,55232512
1613296800,39576576,31892480
1613300400,61033472,17003520
1613304000,49465344,55622656
1613307600,35650560,15062016
1613311200,60730368,14880768
