timestamp,virtual,physical
1610186400,3978316,461236
1610190000,2975343,498375
1610193600,2957534,390903
1610197200,1733409,424694
1610200800,2970420,370127
1610204400,3950321,435164
1610208000,2882939,411365
1610211600,4055228,355957
1610215200,1299345,423416
1610218800,2182944,340585
1610222400,3717107,275914
1610226000,2975531,358614
1610229600,2102548,411591
1610233200,4021784,350368
1610236800,2525778,294931
1610240400,1843516,469486
1610244000,1288702,356098
1610247600,2553597,311275
1610251200,4164352,348370
1610254800,3099067,319105
1610258400,1253970,489962
1610262000,3120194,464826
1610265600,3796478,352630
1610269200,3713679,371324
1610272800,1051441,388263
1610276400,2552983,310746
1610280000,3291137,282274
1610283600,3295747,405831
1610287200,1490569,496103
1610290800,2866115,340220
1610294400,1583264,513918
1610298000,2132515,506817
1610301600,2189822,491422
1610305200,1876006,322679
1610308800,1634451,513676
1610312400,1955290,263953
1610316000,3636534,355668
1610319600,1783132,348482
1610323200,1766509,509177
1610326800,4140908,452151
1610330400,3005508,399522
1610334000,3393560,267281
1610337600,2787268,391873
1610341200,1205933,343469
1610344800,2473183,397119
1610348400,3051987,384673
1610352000,3539481,461203
1610355600,2735476,486715
1610359200,1482688,415244
1610362800,3695550,489888
1610366400,3295098,402601
1610370000,3909091,376075
1610373600,2338397,442235
1610377200,3880247,434374
1610380800,2801108,412170
1610384400,2729918,300563
1610388000,1084920,355085
1610391600,1618864,461296
1610395200,3375600,462716
1610398800,1858569,340597
1610402400,1654648,448070
1610406000,2566564,468343
1610409600,1707132,314230
1610413200,3584765,305416
1610416800,1525595,461923
1610420400,1064762,364056
1610424000,1397500,516953
1610427600,1267928,328456
1610431200,3327409,424303
1610434800,3647865,354118
1610438400,1635674,346827
1610442000,1450736,353827
1610445600,3064075,444285
1610449200,1350585,408486
1610452800,2748670,325552
1610456400,1804063,464308
1610460000,2877512,433968
1610463600,1209520,388558
1610467200,2333999,331227
1610470800,3581527,445479
1610474400,3686674,448893
1610478000,3438089,363338
1610481600,2281475,509281
1610485200,3577873,360360
1610488800,2515524,406048
1610492400,3349475,475719
1610496000,4166335,336967
1610499600,1629594,414403
1610503200,2627614,358524
1610506800,3185690,393916
1610510400,1996394,269442
1610514000,2440934,417314
1610517600,3070971,504730
1610521200,2119884,419415
1610524800,3202542,451269
1610528400,4022366,334770
1610532000,3009032,380091
1610535600,3585463,309526
1610539200,1682075,341326
1610542800,2511466,520426
1610546400,2855419,352171
1610550000,3106599,468057
1610553600,3322485,277400
1610557200,3767769,438198
1610560800,3523434,394627
1610564400,3987716,271424
1610568000,1458815,396001
1610571600,2005808,335286
1610575200,1691179,454225
1610578800,3643299,434158
1610582400,2488435,325257
1610586000,1298541,511319
1610589600,1495994,426652
1610593200,2400049,292190
1610596800,1562944,450346
1610600400,3182729,483160
1610604000,1337318,522615
1610607600,3052192,459463
1610611200,3686853,522955
1610614800,2221977,387363
1610618400,2239764,435437
1610622000,1196460,287313
1610625600,1104688,315333
1610629200,1936908,429639
1610632800,3135022,336915
1610636400,3496650,380715
1610640000,2761475,338389
1610643600,2732998,318943
1610647200,2340527,410349
1610650800,3242599,492635
1610654400,3755153,391556
1610658000,2030379,368875
1610661600,1181000,362337
1610665200,1364349,411656
1610668800,1418135,439853
1610672400,1593744,508536
1610676000,2457351,425615
1610679600,1065021,412391
1610683200,1799533,378063
1610686800,1115709,478314
1610690400,1243468,411490
1610694000,3219345,328573
1610697600,2068882,440342
1610701200,3020214,474536
1610704800,3746723,488601
1610708400,2021425,417049
1610712000,1154485,378291
1610715600,1060692,499990
1610719200,1795707,328116
1610722800,3010399,323390
1610726400,1818428,408136
1610730000,1629543,340730
1610733600,1102890,333437
1610737200,1546363,280362
1610740800,1503554,300813
1610744400,3644040,386093
1610748000,3081493,306984
1610751600,2559026,429990
1610755200,1282073,329989
1610758800,3268328,303681
1610762400,3454126,307022
1610766000,4142745,412601
1610769600,2002889,482654
1610773200,2751157,385556
1610776800,3435540,513515
1610780400,2819499,268018
1610784000,4074243,516871
1610787600,1141822,452873
1610791200,2950667,321484
1610794800,1790148,521423
1610798400,1157318,451527
1610802000,3008304,302408
1610805600,2860388,319652
1610809200,3097730,465453
1610812800,2758643,334395
1610816400,3929059,444230
1610820000,1171415,465864
1610823600,3482712,286346
1610827200,2790846,466892
1610830800,3829221,456758
1610834400,3607499,356848
1610838000,4141687,337385
1610841600,3759095,301331
1610845200,3423737,413306
1610848800,2729496,491301
1610852400,2776057,475065
1610856000,1210889,277571
1610859600,2883428,398809
1610863200,2963765,469487
1610866800,4020800,476817
1610870400,1862820,347251
1610874000,1450781,413108
1610877600,2391538,475349
1610881200,2015600,459103
1610884800,3828695,339164
1610888400,1973633,357975
1610892000,2009145,346300
1610895600,1487810,521156
1610899200,1961644,453425
1610902800,4090075,492207
1610906400,1737506,312709
1610910000,3335757,322879
1610913600,2166097,450408
1610917200,3875993,409265
1610920800,3812417,291614
1610924400,3513602,429440
1610928000,1167267,504600
1610931600,3467274,411596
1610935200,2559209,501618
1610938800,2451781,357517
1610942400,3989028,492223
1610946000,3339701,488218
1610949600,1103549,370467
1610953200,3378486,437579
1610956800,2400390,387354
1610960400,2514135,466089
1610964000,2801038,340576
1610967600,2893353,503912
1610971200,2631893,478464
1610974800,2758329,408349
1610978400,3132483,504922
1610982000,3731621,360367
1610985600,3897647,377808
1610989200,3665618,424797
1610992800,1148114,348324
1610996400,2360363,417679
1611000000,1105628,457421
1611003600,2747389,368350
1611007200,3188907,358789
1611010800,3177901,341059
1611014400,2060782,449569
1611018000,2388527,405821
1611021600,3154002,301778
1611025200,1441029,278599
1611028800,1566830,266428
1611032400,1745809,501744
1611036000,3132622,492546
1611039600,3756866,470151
1611043200,1142669,339736
1611046800,3002729,455443
1611050400,4102698,382925
1611054000,3234988,488224
1611057600,3724489,476489
1611061200,3224564,357513
1611064800,1623856,368165
1611068400,4114768,270699
1611072000,3706574,473527
1611075600,3304261,305350
1611079200,3397248,283725
1611082800,2162075,506971
1611086400,1605980,492658
1611090000,3371935,281119
1611093600,4143116,306152
1611097200,1284476,299076
1611100800,3017630,351880
1611104400,2334372,301757
1611108000,1262371,325111
1611111600,1844257,264430
1611115200,1067340,344025
1611118800,2463072,326157
1611122400,3083359,280130
1611126000,1133637,497731
1611129600,3643949,503329
1611133200,3166113,480385
1611136800,2893779,346646
1611140400,3617349,305015
1611144000,1897405,431398
1611147600,1899695,268026
1611151200,2584429,297019
1611154800,2938381,359438
1611158400,1179919,289428
1611162000,2237990,343320
1611165600,3503445,410791
1611169200,2186954,375754
1611172800,1812400,451453
1611176400,2019784,434813
1611180000,3889198,266575
1611183600,3297766,453047
1611187200,3398381,433096
1611190800,4089947,262621
1611194400,1307671,364306
1611198000,3453253,316517
1611201600,2113665,367338
1611205200,4003401,501062
1611208800,3294921,381597
1611212400,2961486,281063
1611216000,1730138,481311
1611219600,2724192,515516
1611223200,1943056,453893
1611226800,2465700,344389
1611230400,2222504,290652
1611234000,3409018,342591
1611237600,3445968,409217
1611241200,3160452,286746
1611244800,2686267,434733
1611248400,2652113,319526
1611252000,3424040,338763
1611255600,1956817,292214
1611259200,3070387,450538
1611262800,2897133,330073
1611266400,1368344,351246
1611270000,2452222,470967
1611273600,3719428,457280
1611277200,3089867,413938
1611280800,2748893,313079
1611284400,4175744,513990
1611288000,2702385,505336
1611291600,3744432,374526
1611295200,2757891,349690
1611298800,2508305,462530
1611302400,3670887,440592
1611306000,3146639,272741
1611309600,3927117,377715
1611313200,2148237,436880
1611316800,2675748,326038
1611320400,1829157,374243
1611324000,3565321,345897
1611327600,1900377,469457
1611331200,2119126,267019
1611334800,1413579,411822
1611338400,3207145,339192
1611342000,2500748,397397
1611345600,1640429,471672
1611349200,3669956,464744
1611352800,2665668,409194
1611356400,3551021,303256
1611360000,4000012,406801
1611363600,1897827,318420
1611367200,3413191,370904
1611370800,3390979,318431
1611374400,3849236,498252
1611378000,2794364,333842
1611381600,3212107,497500
1611385200,1069182,344798
1611388800,3395578,384164
1611392400,1811325,304232
1611396000,3879145,379902
1611399600,4124326,273546
1611403200,2169327,449551
1611406800,3626438,378600
1611410400,1391676,354843
1611414000,2783623,406002
1611417600,2341464,487806
1611421200,1785163,505775
1611424800,3485317,455721
1611428400,2408457,515268
1611432000,3057610,484688
1611435600,2168245,495593
1611439200,2558895,349879
1611442800,3213023,444177
1611446400,3623719,302673
1611450000,4169269,425206
1611453600,1997754,426037
1611457200,1488782,493766
1611460800,3507010,396658
1611464400,1663408,439996
1611468000,1808283,513837
1611471600,3998919,472761
1611475200,1789814,276082
1611478800,2565735,287487
1611482400,3621556,516598
1611486000,2125289,383246
1611489600,2838345,357527
1611493200,2464487,410608
1611496800,2288763,433085
1611500400,2963787,401064
1611504000,3363191,317049
1611507600,1881690,377950
1611511200,1796526,484637
1611514800,2189358,316145
1611518400,1147025,441552
1611522000,1814297,330268
1611525600,4106858,307801
1611529200,1862857,384166
1611532800,1112901,495420
1611536400,2783878,275301
1611540000,2064116,450407
1611543600,1978485,440438
1611547200,3960503,505194
1611550800,1911776,474955
1611554400,2781815,419685
1611558000,3773821,371509
1611561600,1524223,407951
1611565200,4167283,431244
1611568800,2736574,326837
1611572400,3382089,471354
1611576000,2870739,471337
1611579600,1596709,421248
1611583200,3670934,310314
1611586800,2389873,322636
1611590400,2645961,453066
1611594000,2179624,515223
1611597600,2744250,486436
1611601200,1224613,408877
1611604800,2309625,512369
1611608400,2469622,373428
1611612000,3819013,473705
1611615600,2848519,358067
1611619200,2463816,462203
1611622800,3421789,479907
1611626400,2888046,512699
1611630000,2792533,508852
1611633600,3612337,450354
1611637200,2251985,460644
1611640800,2606612,441177
1611644400,3679179,272064
1611648000,2476942,349024
1611651600,2623983,495187
1611655200,3725455,440418
1611658800,1441549,262416
1611662400,2792046,501751
1611666000,3787852,320167
1611669600,2815947,340396
1611673200,3566370,292438
1611676800,3167776,427160
1611680400,2092228,289109
1611684000,3307640,421076
1611687600,3426680,359220
1611691200,4031806,433724
1611694800,2669592,345952
1611698400,2981857,316998
1611702000,1406595,474806
1611705600,1723177,356727
1611709200,2292065,461097
1611712800,2636977,325767
1611716400,4145045,447403
1611720000,3451848,327165
1611723600,1555686,500444
1611727200,1988402,397227
1611730800,3159632,437968
1611734400,3722288,270889
1611738000,3873333,469908
1611741600,2797954,484654
1611745200,2416249,269058
1611748800,2494282,362846
1611752400,2983782,490749
1611756000,1999474,454788
1611759600,2547012,313673
1611763200,2129498,379066
1611766800,3929086,306131
1611770400,3330494,466092
1611774000,2856831,483774
1611777600,2376902,480720
1611781200,2565741,428626
1611784800,1146647,482763
1611788400,1133556,407997
1611792000,3638566,282951
1611795600,1414467,405234
1611799200,3918975,420888
1611802800,1732624,383454
1611806400,2627149,519255
1611810000,3501470,431386
1611813600,2815326,275084
1611817200,2057818,483029
1611820800,2499633,479446
1611824400,3421891,318599
1611828000,2527379,510502
1611831600,1078814,444457
1611835200,3352572,492255
1611838800,4027388,304496
1611842400,4127730,437149
1611846000,2029486,426141
1611849600,1779906,296061
1611853200,2669160,455512
1611856800,3081731,465283
1611860400,1627742,460300
1611864000,2826734,410640
1611867600,4044046,393907
1611871200,2789768,334216
1611874800,1151748,307682
1611878400,3700841,379950
1611882000,3780861,456670
1611885600,3513694,396463
1611889200,2744575,308809
1611892800,3262032,479874
1611896400,2977558,307253
1611900000,2495721,285413
1611903600,1525933,342785
1611907200,1112330,262240
1611910800,2635840,520185
1611914400,3354680,326542
1611918000,2564273,409532
1611921600,4150598,315688
1611925200,2388338,382521
1611928800,2225787,394229
1611932400,1745371,414990
1611936000,3920786,276101
1611939600,3766922,353910
1611943200,1997980,478451
1611946800,1717831,275136
1611950400,3846274,497784
1611954000,3214636,310673
1611957600,3413025,283591
1611961200,3278954,324288
1611964800,1596995,403178
1611968400,1380748,495115
1611972000,1790450,268475
1611975600,3794422,434709
1611979200,3214672,413748
1611982800,2397018,455828
1611986400,2384178,467050
1611990000,2979161,271435
1611993600,2329953,448142
1611997200,1156530,391714
1612000800,1723924,509825
1612004400,3298536,320243
1612008000,1280342,479191
1612011600,1427796,496469
1612015200,2865815,506134
1612018800,3976524,268230
1612022400,2233617,370892
1612026000,2075817,352887
1612029600,4060095,365463
1612033200,2626448,453483
1612036800,1568603,302297
1612040400,1181571,276467
1612044000,2876446,485792
1612047600,1869820,480305
1612051200,2518888,403199
1612054800,2195664,304044
1612058400,2757032,506676
1612062000,1425083,364151
1612065600,3619446,493347
1612069200,2439285,454313
1612072800,2317431,387040
1612076400,3609403,352311
1612080000,3385155,437311
1612083600,1236449,365107
1612087200,3167533,452409
1612090800,1089893,279456
1612094400,1547696,433563
1612098000,3446721,491861
1612101600,1189999,333777
1612105200,2291874,296807
1612108800,4149952,287703
1612112400,2709502,347471
1612116000,1593812,463283
1612119600,2556433,494102
1612123200,2794526,269712
1612126800,1214122,391437
1612130400,4072860,360236
1612134000,3373597,374300
1612137600,2120818,408561
1612141200,1273141,305984
1612144800,1134276,263659
1612148400,2685821,321340
1612152000,1488770,363123
1612155600,2913175,314048
1612159200,4110415,482838
1612162800,1145459,393491
1612166400,1304661,441660
1612170000,1537226,270584
1612173600,2747348,420391
1612177200,3918792,296899
1612180800,3847180,410571
1612184400,3315164,314663
1612188000,1568512,391700
1612191600,3844400,274016
1612195200,2910881,396177
1612198800,1639014,375087
1612202400,1189118,387200
1612206000,2534190,316674
1612209600,3118709,461051
1612213200,1163719,406838
1612216800,2264488,471530
1612220400,1859366,420094
1612224000,4067670,509099
1612227600,1225424,523796
1612231200,1198795,423171
1612234800,1872496,325257
1612238400,3985673,468647
1612242000,1432359,310211
1612245600,3488495,296691
1612249200,1904847,366272
1612252800,2006374,394180
1612256400,3105865,312320
1612260000,2626499,397401
1612263600,1680443,499511
1612267200,2699493,481476
1612270800,1440677,508004
1612274400,2007613,412341
1612278000,3290932,301522
1612281600,1454438,316246
1612285200,1356646,294449
1612288800,1272645,343484
1612292400,3506269,270629
1612296000,1078135,481386
1612299600,3473835,369949
1612303200,2876720,395020
1612306800,1530868,422369
1612310400,2631088,437195
1612314000,2836390,276242
1612317600,1888861,315106
1612321200,2614869,390519
1612324800,2118797,379573
1612328400,2213668,455251
1612332000,2113392,524092
1612335600,2863026,419017
1612339200,1633030,287754
1612342800,4124594,277226
1612346400,3255876,284595
1612350000,2921796,394793
1612353600,2085095,366840
1612357200,1561974,503674
1612360800,3386388,468771
1612364400,3553453,510675
1612368000,2487378,358202
1612371600,3936395,438033
1612375200,3568008,522286
1612378800,1625927,437698
1612382400,2218885,424545
1612386000,2474548,399435
1612389600,2005528,355385
1612393200,2657910,486446
1612396800,1169320,491534
1612400400,1302037,487946
1612404000,2879712,287526
1612407600,3517010,501727
1612411200,3280797,353144
1612414800,1538695,375841
1612418400,2929630,366770
1612422000,2200264,433543
1612425600,4143324,362712
1612429200,1405321,366088
1612432800,1154269,405790
1612436400,1864483,484327
1612440000,1628646,402397
1612443600,3512492,484635
1612447200,3385149,399685
1612450800,2030535,360538
1612454400,2468510,448607
1612458000,3737467,364820
1612461600,3363467,436886
1612465200,2974361,350115
1612468800,1849066,315465
1612472400,2827053,317607
1612476000,1217278,301751
1612479600,3904247,375015
1612483200,2776050,328389
1612486800,1538280,517268
1612490400,3098619,512696
1612494000,4159793,270177
1612497600,2499596,328875
1612501200,3119242,378538
1612504800,1261821,431556
1612508400,3100546,317250
1612512000,1143682,285031
1612515600,1739885,305576
1612519200,3608095,516424
1612522800,3812745,471562
1612526400,2935846,341263
1612530000,1847930,481932
1612533600,3279189,508126
1612537200,1125800,283477
1612540800,3723078,303712
1612544400,3696150,268165
1612548000,1873904,516195
1612551600,1064566,437164
1612555200,1898103,506723
1612558800,1870319,271101
1612562400,4091388,514394
1612566000,1648058,515914
1612569600,1324483,500374
1612573200,2403551,472765
1612576800,1810733,444988
1612580400,2001812,284013
1612584000,1322439,439158
1612587600,2610295,405266
1612591200,1213992,328555
1612594800,1221729,481270
1612598400,2207237,457296
1612602000,1274372,408291
1612605600,1240167,501345
1612609200,2163185,516032
1612612800,1280549,358628
1612616400,1055997,389866
1612620000,1665703,343292
1612623600,3268339,361725
1612627200,3995531,424740
1612630800,2680566,295789
1612634400,3500259,484479
1612638000,1117706,361642
1612641600,2240663,313556
1612645200,4182128,306246
1612648800,2221898,423459
1612652400,1053058,496139
1612656000,1933810,488374
1612659600,3268079,289572
1612663200,1520641,447356
1612666800,2119309,441306
1612670400,3175360,290208
1612674000,3980188,384668
1612677600,1686423,426230
1612681200,3638310,436781
1612684800,1386761,286545
1612688400,2053081,426360
1612692000,1564068,280181
1612695600,1321792,392131
1612699200,1656590,522718
1612702800,4115707,465800
1612706400,3569110,445509
1612710000,4114685,516211
1612713600,2253998,301696
1612717200,3434700,367121
1612720800,3378890,308858
1612724400,2382890,522844
1612728000,1390648,328877
1612731600,3007387,454327
1612735200,2077949,351376
1612738800,1420358,311739
1612742400,3527388,321150
1612746000,3109532,368561
1612749600,1402028,493909
1612753200,2606779,433212
1612756800,1547318,426877
1612760400,3793426,398130
1612764000,3503325,304469
1612767600,2231422,511933
1612771200,1660749,417595
1612774800,1144035,314833
1612778400,1784994,376759
1612782000,3205964,285135
1612785600,1502076,442659
1612789200,2059775,428550
1612792800,3421863,328042
1612796400,1802537,391572
1612800000,1711374,454387
1612803600,2605571,488667
1612807200,4101196,488632
1612810800,3028340,400250
1612814400,3546910,264408
1612818000,3426274,493559
1612821600,3196222,410192
1612825200,3370372,396803
1612828800,1888682,319871
1612832400,2557943,522047
1612836000,2799134,517120
1612839600,1607121,361881
1612843200,2540073,514453
1612846800,2639037,451285
1612850400,1904831,506719
1612854000,3476050,467686
1612857600,2014975,308652
1612861200,2536668,344728
1612864800,2906045,321749
1612868400,2329547,418457
1612872000,3998847,511166
1612875600,1969534,376795
1612879200,1978381,352833
1612882800,2616903,454807
1612886400,1466386,453042
1612890000,2298541,328949
1612893600,1501568,497891
1612897200,1228062,365268
1612900800,2330360,457260
1612904400,3714168,298356
1612908000,4115734,373265
1612911600,1561987,360410
1612915200,2787443,428057
1612918800,2811743,447009
1612922400,2324995,417924
1612926000,3758516,287387
1612929600,2509185,483144
1612933200,3034515,285773
1612936800,2680029,405588
1612940400,3112431,476488
1612944000,1389079,423097
1612947600,1073267,264119
1612951200,1977967,464074
1612954800,3788608,376850
1612958400,1975489,421939
1612962000,1204851,320638
1612965600,1062869,400864
1612969200,2786795,436737
1612972800,2672555,353995
1612976400,1155874,276198
1612980000,1302642,454875
1612983600,2933467,398480
1612987200,1205255,457719
1612990800,4106455,471467
1612994400,3231474,400833
1612998000,2789502,419409
1613001600,2145463,450863
1613005200,3318261,450580
1613008800,3020419,288914
1613012400,3189560,271597
1613016000,4125248,462252
1613019600,3748464,465673
1613023200,1919053,503236
1613026800,1699763,397699
1613030400,2696611,491818
1613034000,1201232,326621
1613037600,2527830,459242
1613041200,1521673,320038
1613044800,1714755,385353
1613048400,2376173,485932
1613052000,2362618,445122
1613055600,1178855,307586
1613059200,1689777,302723
1613062800,3389314,508393
1613066400,1119588,283067
1613070000,1318179,524250
1613073600,2585359,348224
1613077200,3094286,305905
1613080800,3213976,335850
1613084400,1757353,406162
1613088000,2407489,337117
1613091600,2571173,471832
1613095200,1851087,417499
1613098800,3426207,418984
1613102400,1333048,297229
1613106000,3269873,286509
1613109600,3629388,515919
1613113200,4010809,335807
1613116800,1607176,320070
1613120400,2690694,361702
1613124000,1396082,338044
1613127600,3778661,308072
1613131200,1736849,319393
1613134800,2196445,489153
1613138400,1182600,277197
1613142000,2473485,442527
1613145600,1670186,325569
1613149200,1186741,370290
1613152800,3895307,411892
1613156400,3943435,505536
1613160000,3076661,391660
1613163600,1585354,411089
1613167200,3274109,353949
1613170800,3637287,423691
1613174400,1462630,296759
1613178000,3415110,498916
1613181600,2998187,377007
1613185200,2647215,272495
1613188800,2533063,380581
1613192400,1297934,303067
1613196000,3555261,362626
1613199600,2063555,502045
1613203200,1477411,365616
1613206800,2457311,390878
1613210400,3670306,367271
1613214000,3262406,454438
1613217600,2080398,385931
1613221200,4015830,372172
1613224800,3105255,309893
1613228400,2897124,373514
1613232000,3496702,278726
1613235600,3233658,463216
1613239200,4068820,368697
1613242800,3891258,303557
1613246400,2336608,465167
1613250000,1929620,383055
1613253600,3718415,320026
1613257200,1682179,475603
1613260800,3050533,463098
1613264400,3229876,422766
1613268000,2152310,460366
1613271600,1934150,294963
1613275200,1904904,440201
1613278800,2248548,291839
1613282400,3118701,422614
1613286000,2239376,324554
1613289600,3069980,489207
1613293200,2625896,316690
1613296800,2965982,483097
1613300400,2207027,321036
1613304000,3318421,465016
1613307600,3855791,481719
1613311200,3936885,294854
1613314800,1748265,430299
1613318400,1289534,521273
1613322000,3223861,293985
1613325600,4131756,435932
1613329200,3481613,263262
1613332800,2720065,486036
1613336400,2658893,331891
1613340000,1438648,442215
1613343600,4066242,307462
1613347200,1983377,395639
1613350800,3259501,486796
1613354400,1675638,482543
1613358000,2913281,270517
1613361600,2264508,471539
1613365200,3642968,430071
1613368800,3919116,407028
1613372400,3753674,483961
1613376000,3030706,419099
1613379600,2361085,345266
1613383200,3747619,334702
1613386800,2714726,436827
1613390400,2135674,385391
1613394000,2869264,426859
1613397600,2933220,376587
1613401200,3890011,456499
1613404800,2093990,326280
1613408400,1478030,356624
1613412000,2131644,456790
1613415600,3521489,462045
1613419200,2772458,347184
1613422800,3258878,400384
1613426400,2071293,458150
1613430000,1415828,379983
1613433600,2456431,367954
1613437200,1780065,429750
1613440800,1231685,293394
1613444400,1138079,483010
1613448000,1480483,332766
1613451600,2748743,474198
1613455200,2554923,341661
1613458800,4088103,449386
1613462400,2254611,317510
1613466000,3176343,452764
1613469600,1569519,400958
1613473200,1443740,408291
1613476800,3377892,504397
1613480400,2645624,461969
1613484000,1230773,390491
1613487600,3212517,275121
1613491200,3645427,272865
1613494800,2552586,420717
1613498400,2148705,277111
1613502000,4051533,483188
1613505600,2455811,502875
1613509200,3849952,287038
1613512800,1905376,331601
1613516400,1271721,488476
1613520000,1970534,510242
1613523600,1207575,391218
1613527200,2757970,291376
1613530800,1590573,365005
1613534400,3160994,297462
1613538000,3197121,455790
1613541600,4104711,374590
1613545200,1789562,406015
1613548800,4063552,403589
1613552400,1093594,443666
1613556000,2790616,419738
1613559600,1453518,520531
1613563200,3557478,319565
1613566800,1869234,481003
1613570400,3804340,519993
1613574000,2284173,268084
1613577600,2346822,346045
1613581200,4072729,384954
1613584800,1950124,418426
1613588400,2852727,392809
1613592000,2560832,282596
1613595600,2164217,371650
1613599200,4071559,276980
1613602800,1832766,264256
1613606400,3053730,301867
1613610000,2813712,337270
1613613600,3878549,332246
1613617200,3752105,358072
1613620800,3279244,371032
1613624400,2414484,262593
1613628000,1423627,497833
1613631600,3423321,356587
1613635200,2948208,411740
