timestamp,peer_addr,rd_count,wr_count
1609941600,10.0.0.7,49342,245052
1609945200,10.0.0.40,53546,91422
1609948800,10.0.0.13,36923,77925
1609952400,10.0.0.32,139949,214125
1609956000,10.0.0.6,245806,46406
1609959600,10.0.0.6,133281,215084
1609963200,10.0.0.32,216117,172957
1609966800,10.0.0.10,42858,15226
1609970400,10.0.0.6,108299,187968
1609974000,10.0.0.7,22537,252787
1609977600,10.0.0.9,150417,39785
1609981200,10.0.0.40,154425,194341
1609984800,10.0.0.18,235332,78121
1609988400,10.0.0.40,19632,209878
1609992000,10.0.0.40,217627,193339
1609995600,10.0.0.40,121100,64276
1609999200,10.0.0.53,252535,127250
1610002800,10.0.0.40,81396,161916
1610006400,10.0.0.61,198380,262024
1610010000,10.0.0.13,52741,131418
1610013600,10.0.0.40,245133,19490
1610017200,10.0.0.10,21127,20773
1610020800,10.0.0.53,134505,247913
1610024400,10.0.0.10,63464,114402
1610028000,10.0.0.61,198356,69685
1610031600,10.0.0.32,226511,37642
1610035200,10.0.0.10,62454,137034
1610038800,10.0.0.53,63163,210238
1610042400,10.0.0.9,180108,146274
1610046000,10.0.0.13,222676,45872
1610049600,10.0.0.53,255686,28660
1610053200,10.0.0.9,30388,150798
1610056800,10.0.0.6,245391,22958
1610060400,10.0.0.13,22018,78230
1610064000,10.0.0.9,254483,123443
1610067600,10.0.0.10,18839,196811
1610071200,10.0.0.7,93432,251074
1610074800,10.0.0.7,32930,161094
1610078400,10.0.0.61,235355,78857
1610082000,10.0.0.7,183305,39188
1610085600,10.0.0.32,109531,141731
1610089200,10.0.0.18,47055,163927
1610092800,10.0.0.18,106362,146974
1610096400,10.0.0.13,260439,160800
1610100000,10.0.0.6,121622,262140
1610103600,10.0.0.6,189250,18635
1610107200,10.0.0.10,141377,213077
1610110800,10.0.0.61,222346,237816
1610114400,10.0.0.10,251209,65875
1610118000,10.0.0.18,19050,96037
1610121600,10.0.0.53,78725,197376
1610125200,10.0.0.9,13917,91288
1610128800,10.0.0.32,91715,44507
1610132400,10.0.0.6,39328,151803
1610136000,10.0.0.9,166182,11081
1610139600,10.0.0.53,9184,47188
1610143200,10.0.0.7,150007,180373
1610146800,10.0.0.10,25406,249576
1610150400,10.0.0.10,162909,93490
1610154000,10.0.0.6,116924,213550
1610157600,10.0.0.13,211137,29930
1610161200,10.0.0.18,75534,144857
1610164800,10.0.0.7,59918,83429
1610168400,10.0.0.10,183084,223768
1610172000,10.0.0.61,59754,127605
1610175600,10.0.0.53,190373,237799
1610179200,10.0.0.7,186483,125461
1610182800,10.0.0.7,133326,251877
1610186400,10.0.0.7,164842,261643
1610190000,10.0.0.9,109090,116222
1610193600,10.0.0.7,141184,174216
1610197200,10.0.0.53,217511,96608
1610200800,10.0.0.6,231983,148334
1610204400,10.0.0.9,28618,69074
1610208000,10.0.0.13,78067,120636
1610211600,10.0.0.40,130404,157866
1610215200,10.0.0.18,76787,82005
1610218800,10.0.0.10,195350,62188
1610222400,10.0.0.53,156194,73888
1610226000,10.0.0.53,202336,174786
1610229600,10.0.0.10,199684,162827
1610233200,10.0.0.53,218770,227195
1610236800,10.0.0.9,229570,196834
1610240400,10.0.0.61,170657,72309
1610244000,10.0.0.6,73167,251386
1610247600,10.0.0.9,95091,228648
1610251200,10.0.0.32,56720,43090
1610254800,10.0.0.13,26416,85297
1610258400,10.0.0.10,204049,233300
1610262000,10.0.0.40,17626,173291
1610265600,10.0.0.18,48435,110630
1610269200,10.0.0.53,100317,176257
1610272800,10.0.0.9,131414,252685
1610276400,10.0.0.53,157702,160997
1610280000,10.0.0.10,244872,225973
1610283600,10.0.0.13,45382,167921
1610287200,10.0.0.10,140518,216449
1610290800,10.0.0.7,19565,89722
1610294400,10.0.0.13,61811,31427
1610298000,10.0.0.10,169752,150063
1610301600,10.0.0.6,45184,190306
1610305200,10.0.0.32,75252,137480
1610308800,10.0.0.10,179372,260702
1610312400,10.0.0.6,217981,156059
1610316000,10.0.0.7,175756,247788
1610319600,10.0.0.7,122573,30826
1610323200,10.0.0.7,35693,18201
1610326800,10.0.0.40,237864,29575
1610330400,10.0.0.18,118037,192396
1610334000,10.0.0.10,114115,99803
1610337600,10.0.0.13,130342,136796
1610341200,10.0.0.53,104057,58905
1610344800,10.0.0.7,245837,85134
1610348400,10.0.0.40,14602,40770
1610352000,10.0.0.32,154576,63383
1610355600,10.0.0.7,148977,177765
1610359200,10.0.0.6,13204,205266
1610362800,10.0.0.7,230640,35835
1610366400,10.0.0.10,130502,145680
1610370000,10.0.0.7,162801,106652
1610373600,10.0.0.9,82818,228803
1610377200,10.0.0.61,184949,179717
1610380800,10.0.0.13,17264,163209
1610384400,10.0.0.32,102090,24668
1610388000,10.0.0.7,44882,171052
1610391600,10.0.0.13,118068,166886
1610395200,10.0.0.13,213888,171899
1610398800,10.0.0.53,65564,140194
1610402400,10.0.0.40,47826,117553
1610406000,10.0.0.7,69340,127211
1610409600,10.0.0.40,182466,201837
1610413200,10.0.0.61,170043,233643
1610416800,10.0.0.32,172584,242715
1610420400,10.0.0.9,252067,191663
1610424000,10.0.0.32,219177,228353
1610427600,10.0.0.10,241479,193278
1610431200,10.0.0.13,179200,144821
1610434800,10.0.0.40,169045,57242
1610438400,10.0.0.53,41582,96876
1610442000,10.0.0.53,196558,13074
1610445600,10.0.0.40,50891,187348
1610449200,10.0.0.6,125834,204249
1610452800,10.0.0.32,227352,114488
1610456400,10.0.0.9,84782,213413
1610460000,10.0.0.32,103640,170245
1610463600,10.0.0.18,140407,149379
1610467200,10.0.0.18,226666,175437
1610470800,10.0.0.13,77529,191339
1610474400,10.0.0.6,169595,224730
1610478000,10.0.0.7,116870,13992
1610481600,10.0.0.18,38212,56691
1610485200,10.0.0.13,153200,29383
1610488800,10.0.0.40,94534,103592
1610492400,10.0.0.13,16239,180182
1610496000,10.0.0.40,230617,130679
1610499600,10.0.0.61,11899,8741
1610503200,10.0.0.53,123218,82265
1610506800,10.0.0.10,81264,151602
1610510400,10.0.0.10,233312,168054
1610514000,10.0.0.13,184142,22579
1610517600,10.0.0.6,30652,161802
1610521200,10.0.0.40,165520,161859
1610524800,10.0.0.9,242293,248201
1610528400,10.0.0.9,171209,256249
1610532000,10.0.0.9,160395,224521
1610535600,10.0.0.6,57481,228229
1610539200,10.0.0.18,204957,198304
1610542800,10.0.0.9,120574,17224
1610546400,10.0.0.18,219339,97393
1610550000,10.0.0.7,135537,19190
1610553600,10.0.0.10,57536,150852
1610557200,10.0.0.7,246439,54027
1610560800,10.0.0.7,202379,33975
1610564400,10.0.0.53,253720,52041
1610568000,10.0.0.6,187149,204244
1610571600,10.0.0.53,243065,108583
1610575200,10.0.0.32,45378,160397
1610578800,10.0.0.6,175917,127829
1610582400,10.0.0.10,195713,194025
1610586000,10.0.0.7,230421,67217
1610589600,10.0.0.6,134565,225764
1610593200,10.0.0.32,192319,209858
1610596800,10.0.0.6,149587,149892
1610600400,10.0.0.13,201913,250469
1610604000,10.0.0.32,248144,175273
1610607600,10.0.0.32,220802,155994
1610611200,10.0.0.32,159344,48229
1610614800,10.0.0.61,143047,215955
1610618400,10.0.0.13,135783,258525
1610622000,10.0.0.53,72768,226601
1610625600,10.0.0.13,129954,208023
1610629200,10.0.0.10,75646,247199
1610632800,10.0.0.53,67174,134441
1610636400,10.0.0.13,48737,183212
1610640000,10.0.0.7,219100,24060
1610643600,10.0.0.40,41460,236670
1610647200,10.0.0.10,218365,133669
1610650800,10.0.0.61,39169,14371
1610654400,10.0.0.18,88812,251164
1610658000,10.0.0.61,70135,61588
1610661600,10.0.0.6,219685,38399
1610665200,10.0.0.61,78502,215055
1610668800,10.0.0.53,248186,129087
1610672400,10.0.0.6,51265,169632
1610676000,10.0.0.32,60873,126387
1610679600,10.0.0.7,237562,159655
1610683200,10.0.0.13,162949,224877
1610686800,10.0.0.10,128373,255854
1610690400,10.0.0.10,156610,191523
1610694000,10.0.0.32,71825,108515
1610697600,10.0.0.7,169700,65856
1610701200,10.0.0.13,213254,245368
1610704800,10.0.0.61,241663,231209
1610708400,10.0.0.13,251370,129332
1610712000,10.0.0.40,181944,182013
1610715600,10.0.0.40,237588,157230
1610719200,10.0.0.53,13404,167036
1610722800,10.0.0.7,168850,33064
1610726400,10.0.0.40,76322,36531
1610730000,10.0.0.18,226767,100164
1610733600,10.0.0.32,140706,116722
1610737200,10.0.0.6,84852,67631
1610740800,10.0.0.10,235862,156151
1610744400,10.0.0.61,253613,145176
1610748000,10.0.0.61,33701,173977
1610751600,10.0.0.32,186136,149220
1610755200,10.0.0.18,90931,9481
1610758800,10.0.0.13,67461,170139
1610762400,10.0.0.53,37500,238270
1610766000,10.0.0.40,45919,57741
1610769600,10.0.0.32,154662,190256
1610773200,10.0.0.18,31167,121965
1610776800,10.0.0.9,35646,95482
1610780400,10.0.0.6,118192,195953
1610784000,10.0.0.6,176926,221462
1610787600,10.0.0.40,155329,254455
1610791200,10.0.0.18,137818,192244
1610794800,10.0.0.9,134201,251513
1610798400,10.0.0.13,155456,26668
1610802000,10.0.0.7,205050,173597
1610805600,10.0.0.32,56715,175117
1610809200,10.0.0.7,161861,198092
1610812800,10.0.0.61,36545,80596
1610816400,10.0.0.9,204139,190596
1610820000,10.0.0.40,218815,214379
1610823600,10.0.0.53,145124,216565
1610827200,10.0.0.13,67511,92039
1610830800,10.0.0.32,245340,218048
1610834400,10.0.0.6,76810,220361
1610838000,10.0.0.7,247561,18115
1610841600,10.0.0.40,213708,66639
1610845200,10.0.0.18,72017,75357
1610848800,10.0.0.10,189050,103710
1610852400,10.0.0.18,103472,154706
1610856000,10.0.0.10,205655,111177
1610859600,10.0.0.32,122004,248109
1610863200,10.0.0.40,30464,53275
1610866800,10.0.0.6,122975,36270
1610870400,10.0.0.53,59704,104889
1610874000,10.0.0.40,14908,90105
1610877600,10.0.0.9,244720,150670
1610881200,10.0.0.18,133151,214495
1610884800,10.0.0.7,211483,250402
1610888400,10.0.0.7,108065,91530
1610892000,10.0.0.61,151303,144042
1610895600,10.0.0.61,37373,257855
1610899200,10.0.0.18,241018,25974
1610902800,10.0.0.13,129407,249959
1610906400,10.0.0.53,227651,47318
1610910000,10.0.0.10,138961,163237
1610913600,10.0.0.10,60194,145612
1610917200,10.0.0.18,149076,125621
1610920800,10.0.0.40,195921,74759
1610924400,10.0.0.53,48383,29681
1610928000,10.0.0.13,47360,172792
1610931600,10.0.0.61,149321,57022
1610935200,10.0.0.9,92096,144898
1610938800,10.0.0.32,189157,11960
1610942400,10.0.0.18,60143,86468
1610946000,10.0.0.13,137028,72286
1610949600,10.0.0.9,150875,124288
1610953200,10.0.0.9,162249,11019
1610956800,10.0.0.61,125773,53798
1610960400,10.0.0.18,77354,93989
1610964000,10.0.0.53,76525,133157
1610967600,10.0.0.18,102344,129336
1610971200,10.0.0.18,123673,213240
1610974800,10.0.0.7,17833,249254
1610978400,10.0.0.6,8809,47052
1610982000,10.0.0.18,38912,30937
1610985600,10.0.0.10,224060,173620
1610989200,10.0.0.61,147525,182726
1610992800,10.0.0.61,188418,46154
1610996400,10.0.0.9,41726,224519
1611000000,10.0.0.32,25725,38699
1611003600,10.0.0.53,29373,132851
1611007200,10.0.0.32,81852,103381
1611010800,10.0.0.13,16884,222224
1611014400,10.0.0.61,64886,222841
1611018000,10.0.0.40,46214,253562
1611021600,10.0.0.61,236587,70326
1611025200,10.0.0.13,143952,209659
1611028800,10.0.0.61,163347,244935
1611032400,10.0.0.18,228348,133518
1611036000,10.0.0.10,89245,151051
1611039600,10.0.0.53,75107,27281
1611043200,10.0.0.7,182113,100942
1611046800,10.0.0.18,204265,218836
1611050400,10.0.0.13,213327,130580
1611054000,10.0.0.53,261250,23651
1611057600,10.0.0.10,77765,252046
1611061200,10.0.0.6,168910,242855
1611064800,10.0.0.53,180437,253060
1611068400,10.0.0.61,84976,74112
1611072000,10.0.0.18,205841,155165
1611075600,10.0.0.18,103061,222080
1611079200,10.0.0.6,234141,251050
1611082800,10.0.0.53,206258,48020
1611086400,10.0.0.10,247455,253155
1611090000,10.0.0.6,249149,252060
1611093600,10.0.0.6,206311,176682
1611097200,10.0.0.9,116406,192450
1611100800,10.0.0.61,192219,110542
1611104400,10.0.0.13,250622,42375
1611108000,10.0.0.7,70996,240025
1611111600,10.0.0.10,252633,80741
1611115200,10.0.0.53,199206,161739
1611118800,10.0.0.13,93579,214854
1611122400,10.0.0.32,53645,199965
1611126000,10.0.0.7,245301,41818
1611129600,10.0.0.40,198263,239938
1611133200,10.0.0.32,250128,203201
1611136800,10.0.0.7,137552,133075
1611140400,10.0.0.13,15692,121352
1611144000,10.0.0.32,68954,39205
1611147600,10.0.0.18,15036,138695
1611151200,10.0.0.6,30056,184758
1611154800,10.0.0.10,142984,15992
1611158400,10.0.0.18,41586,170647
1611162000,10.0.0.6,185152,8652
1611165600,10.0.0.13,64281,198723
1611169200,10.0.0.10,221102,41555
1611172800,10.0.0.40,53875,170916
1611176400,10.0.0.32,98200,33465
1611180000,10.0.0.10,176709,203429
1611183600,10.0.0.6,87947,65322
1611187200,10.0.0.13,180936,196389
1611190800,10.0.0.9,173320,77028
1611194400,10.0.0.13,118213,110422
1611198000,10.0.0.9,109928,33230
1611201600,10.0.0.32,135269,198521
1611205200,10.0.0.61,138204,12327
1611208800,10.0.0.7,191196,167212
1611212400,10.0.0.61,224121,257220
1611216000,10.0.0.18,225254,26634
1611219600,10.0.0.9,112450,215591
1611223200,10.0.0.32,130148,243385
1611226800,10.0.0.40,70260,154360
1611230400,10.0.0.61,127375,119430
1611234000,10.0.0.40,201994,76215
1611237600,10.0.0.6,167871,203292
1611241200,10.0.0.6,179329,188353
1611244800,10.0.0.6,79200,226407
1611248400,10.0.0.32,141794,43232
1611252000,10.0.0.13,229662,115343
1611255600,10.0.0.10,113662,219601
1611259200,10.0.0.6,163995,196607
1611262800,10.0.0.10,39170,258675
1611266400,10.0.0.18,92383,232907
1611270000,10.0.0.61,247827,172556
1611273600,10.0.0.6,29204,187285
1611277200,10.0.0.18,110113,213471
1611280800,10.0.0.13,50205,30326
1611284400,10.0.0.6,149318,163929
1611288000,10.0.0.6,243306,240448
1611291600,10.0.0.10,65834,200967
1611295200,10.0.0.53,95761,102618
1611298800,10.0.0.61,215931,133596
1611302400,10.0.0.7,228115,217788
1611306000,10.0.0.9,206587,58319
1611309600,10.0.0.32,253081,79331
1611313200,10.0.0.6,95572,36301
1611316800,10.0.0.7,118225,187517
1611320400,10.0.0.32,214141,74490
1611324000,10.0.0.32,90945,164653
1611327600,10.0.0.6,74900,222295
1611331200,10.0.0.10,125313,164913
1611334800,10.0.0.53,254940,118499
1611338400,10.0.0.18,90995,84270
1611342000,10.0.0.61,151765,137714
1611345600,10.0.0.53,231949,128450
1611349200,10.0.0.40,237073,70880
1611352800,10.0.0.61,193324,180913
1611356400,10.0.0.7,171709,132709
1611360000,10.0.0.18,51678,70511
1611363600,10.0.0.9,18952,137219
1611367200,10.0.0.53,69799,254341
1611370800,10.0.0.7,70122,101985
1611374400,10.0.0.6,50898,184788
1611378000,10.0.0.7,241270,183410
1611381600,10.0.0.7,227616,153015
1611385200,10.0.0.10,140150,127743
1611388800,10.0.0.53,189996,58722
1611392400,10.0.0.40,165014,222239
1611396000,10.0.0.32,206330,120774
1611399600,10.0.0.61,259156,131534
1611403200,10.0.0.9,162730,48191
1611406800,10.0.0.13,78075,219323
1611410400,10.0.0.18,103727,262029
1611414000,10.0.0.10,60506,96003
1611417600,10.0.0.53,146807,61274
1611421200,10.0.0.40,208415,48281
1611424800,10.0.0.18,78559,230086
1611428400,10.0.0.9,121423,132755
1611432000,10.0.0.9,253056,185943
1611435600,10.0.0.13,83654,182754
1611439200,10.0.0.40,152481,192342
1611442800,10.0.0.32,68353,117274
1611446400,10.0.0.7,78018,212809
1611450000,10.0.0.32,10126,10970
1611453600,10.0.0.7,226654,258787
1611457200,10.0.0.10,79700,204857
1611460800,10.0.0.40,161499,21071
1611464400,10.0.0.40,39675,243505
1611468000,10.0.0.13,241101,234216
1611471600,10.0.0.10,46804,164727
1611475200,10.0.0.9,194253,164065
1611478800,10.0.0.13,127548,224226
1611482400,10.0.0.10,17821,39899
1611486000,10.0.0.13,16980,151035
1611489600,10.0.0.32,103950,115345
1611493200,10.0.0.13,99051,41902
1611496800,10.0.0.18,134241,195209
1611500400,10.0.0.6,137173,226692
1611504000,10.0.0.18,119717,60498
1611507600,10.0.0.40,135061,99110
1611511200,10.0.0.6,180016,140220
1611514800,10.0.0.7,10018,259576
1611518400,10.0.0.7,94052,15052
1611522000,10.0.0.18,237753,133042
1611525600,10.0.0.10,239280,228800
1611529200,10.0.0.61,92299,174708
1611532800,10.0.0.53,32781,46604
1611536400,10.0.0.32,204546,175585
1611540000,10.0.0.13,103319,142159
1611543600,10.0.0.18,83165,124077
1611547200,10.0.0.18,74595,150951
1611550800,10.0.0.18,221899,152777
1611554400,10.0.0.40,186134,238637
1611558000,10.0.0.9,37125,69094
1611561600,10.0.0.10,30959,155232
1611565200,10.0.0.18,131947,239339
1611568800,10.0.0.18,230895,118977
1611572400,10.0.0.53,153506,61178
1611576000,10.0.0.10,258868,156305
1611579600,10.0.0.9,53181,231278
1611583200,10.0.0.53,47614,43529
1611586800,10.0.0.9,29124,112285
1611590400,10.0.0.53,262018,36074
1611594000,10.0.0.61,247619,65007
1611597600,10.0.0.61,213119,87775
1611601200,10.0.0.32,145074,66579
1611604800,10.0.0.32,98594,35129
1611608400,10.0.0.9,90526,35492
1611612000,10.0.0.61,214103,32015
1611615600,10.0.0.40,108293,186206
1611619200,10.0.0.6,82619,80677
1611622800,10.0.0.53,90502,101609
1611626400,10.0.0.40,98019,101282
1611630000,10.0.0.10,81828,195758
1611633600,10.0.0.6,235742,146532
1611637200,10.0.0.61,28390,138463
1611640800,10.0.0.13,52185,228865
1611644400,10.0.0.6,41814,166249
1611648000,10.0.0.18,229381,118007
1611651600,10.0.0.18,165957,73157
1611655200,10.0.0.9,180668,256786
1611658800,10.0.0.9,85766,84943
1611662400,10.0.0.61,204159,29819
1611666000,10.0.0.7,96281,212658
1611669600,10.0.0.7,154421,186055
1611673200,10.0.0.61,147193,61303
1611676800,10.0.0.9,198352,214498
1611680400,10.0.0.40,131498,248121
1611684000,10.0.0.6,201146,70206
1611687600,10.0.0.32,40464,83020
1611691200,10.0.0.53,57797,110545
1611694800,10.0.0.53,147616,43168
1611698400,10.0.0.40,185901,239135
1611702000,10.0.0.9,63123,73072
1611705600,10.0.0.7,237114,74350
1611709200,10.0.0.18,41140,213352
1611712800,10.0.0.40,229590,258561
1611716400,10.0.0.13,239609,127714
1611720000,10.0.0.32,153533,175717
1611723600,10.0.0.6,141523,207990
1611727200,10.0.0.13,49527,257595
1611730800,10.0.0.18,96924,252068
1611734400,10.0.0.10,185324,30673
1611738000,10.0.0.9,186149,85605
1611741600,10.0.0.10,246489,169576
1611745200,10.0.0.10,85588,202524
1611748800,10.0.0.40,231952,169769
1611752400,10.0.0.61,76316,147034
1611756000,10.0.0.7,160609,147424
1611759600,10.0.0.18,161965,26602
1611763200,10.0.0.13,128947,67937
1611766800,10.0.0.9,53331,11719
1611770400,10.0.0.6,12692,188851
1611774000,10.0.0.40,202997,221857
1611777600,10.0.0.7,59077,61050
1611781200,10.0.0.32,90518,138446
1611784800,10.0.0.53,72966,108053
1611788400,10.0.0.32,51631,31226
1611792000,10.0.0.6,259020,38692
1611795600,10.0.0.61,125628,192465
1611799200,10.0.0.6,192035,168269
1611802800,10.0.0.10,217943,68458
1611806400,10.0.0.18,124372,72958
1611810000,10.0.0.61,162485,122812
1611813600,10.0.0.18,133060,173698
1611817200,10.0.0.53,120069,256024
1611820800,10.0.0.40,192208,66646
1611824400,10.0.0.32,26820,219287
1611828000,10.0.0.6,254428,215962
1611831600,10.0.0.7,112961,79245
1611835200,10.0.0.18,99107,118137
1611838800,10.0.0.10,254200,182937
1611842400,10.0.0.9,158667,44965
1611846000,10.0.0.61,98842,54307
1611849600,10.0.0.18,252682,34225
1611853200,10.0.0.7,205227,255304
1611856800,10.0.0.53,33873,185167
1611860400,10.0.0.9,180785,58844
1611864000,10.0.0.61,96579,50927
1611867600,10.0.0.10,42873,10746
1611871200,10.0.0.40,28489,210863
1611874800,10.0.0.53,174183,57767
1611878400,10.0.0.6,235192,208242
1611882000,10.0.0.32,106815,44739
1611885600,10.0.0.53,93058,144278
1611889200,10.0.0.61,99856,87160
1611892800,10.0.0.53,209535,222043
1611896400,10.0.0.40,123516,140484
1611900000,10.0.0.10,103640,228871
1611903600,10.0.0.32,37382,9399
1611907200,10.0.0.6,42177,29696
1611910800,10.0.0.32,121168,50737
1611914400,10.0.0.18,120752,23584
1611918000,10.0.0.40,12158,122207
1611921600,10.0.0.9,58882,62122
1611925200,10.0.0.7,131638,153786
1611928800,10.0.0.53,52403,100977
1611932400,10.0.0.61,259344,71350
1611936000,10.0.0.61,8632,166798
1611939600,10.0.0.18,54809,195988
1611943200,10.0.0.13,67790,85022
1611946800,10.0.0.32,174241,197999
1611950400,10.0.0.40,185315,165608
1611954000,10.0.0.40,251489,169575
1611957600,10.0.0.6,100056,220265
1611961200,10.0.0.6,84710,198760
1611964800,10.0.0.10,257533,98020
1611968400,10.0.0.40,135902,95020
1611972000,10.0.0.13,146563,95460
1611975600,10.0.0.53,123750,251279
1611979200,10.0.0.6,211346,56725
1611982800,10.0.0.13,30545,77823
1611986400,10.0.0.10,37239,109995
1611990000,10.0.0.53,168528,99139
1611993600,10.0.0.61,14729,191004
1611997200,10.0.0.61,59811,122571
1612000800,10.0.0.10,105536,226961
1612004400,10.0.0.9,99096,100519
1612008000,10.0.0.32,155813,238890
1612011600,10.0.0.13,116984,209498
1612015200,10.0.0.61,121001,13548
1612018800,10.0.0.6,201848,35901
1612022400,10.0.0.18,73398,174151
1612026000,10.0.0.13,102364,189536
1612029600,10.0.0.7,256965,196073
1612033200,10.0.0.61,260283,247692
1612036800,10.0.0.40,164268,200086
1612040400,10.0.0.10,48880,36837
1612044000,10.0.0.61,129521,39507
1612047600,10.0.0.13,43278,257502
1612051200,10.0.0.9,200123,116158
1612054800,10.0.0.10,260549,164863
1612058400,10.0.0.13,136454,230069
1612062000,10.0.0.9,114162,179290
1612065600,10.0.0.10,37866,173910
1612069200,10.0.0.10,144383,26898
1612072800,10.0.0.9,111125,182974
1612076400,10.0.0.53,151686,78711
1612080000,10.0.0.32,139623,200041
1612083600,10.0.0.7,104106,235127
1612087200,10.0.0.53,124943,172905
